term;tag;value;pstv;neut;ngtv;dunno;distortion
круглолицый;NEUT;0.1;0.2308;0.6923;0.0;0.0769;0.0
круглосуточный;NEUT;0.0806;0.24;0.76;0.0;0.0;0.0
круглощёкий;NEUT;0.3486;0.31;0.46;0.12;0.11;0.1665
круглый;NEUT;0.0;0.1538;0.6538;0.0;0.1923;0.0
кругляш;NEUT;0.2353;0.25;0.52;0.04;0.19;0.0464
кругляшок;NEUT;0.3684;0.3235;0.4706;0.0392;0.1667;0.044
круговой;NEUT;0.0;0.16;0.64;0.0;0.2;0.0
круговорот;NEUT;0.13;0.2039;0.5631;0.1068;0.1262;0.1627
кругозор;PSTV;0.5611;0.4579;0.3832;0.0374;0.1215;0.0404
кругосветный;NEUT;0.4618;0.4158;0.4653;0.0297;0.0891;0.0318
кружевной;NEUT;0.3361;0.3333;0.5294;0.0294;0.1078;0.032
кружево;NEUT;0.2568;0.28;0.55;0.04;0.13;0.0457
кружечка;PSTV;0.5803;0.469;0.3717;0.0354;0.1239;0.0381
кружить;NEUT;0.1;0.2222;0.6667;0.0741;0.037;0.0988
кружиться;NEUT;0.2699;0.29;0.55;0.06;0.1;0.0724
кружок;NEUT;0.0357;0.1852;0.6667;0.0;0.1481;0.0
кружочек;NEUT;0.2311;0.2843;0.598;0.0392;0.0784;0.0446
крупинка;NEUT;0.0;0.12;0.84;0.04;0.0;0.0533
крупица;NEUT;0.0;0.16;0.76;0.0;0.08;0.0
крупнейший;NEUT;0.3182;0.3084;0.514;0.0561;0.1215;0.0663
крупноватый;NEUT;0.2642;0.27;0.52;0.09;0.12;0.12
крупногабаритный;NEUT;0.0357;0.2;0.72;0.0;0.08;0.0
крупный;NEUT;0.0;0.16;0.64;0.04;0.16;0.05
крутануть;NEUT;0.19;0.2212;0.5192;0.0673;0.1923;0.0878
крутизна;PSTV;0.6286;0.5;0.23;0.17;0.1;0.2278
крутить;NEUT;0.0;0.0882;0.7647;0.0588;0.0882;0.098
крутиться;NEUT;0.0;0.1538;0.7308;0.0385;0.0769;0.0481
крутой;PSTV;0.9545;0.75;0.2143;0.0;0.0357;0.0
крутость;PSTV;0.9643;0.6923;0.1923;0.0385;0.0769;0.0406
круть;PSTV;1.0;0.76;0.16;0.08;0.0;0.0884
крушение;NGTV;-1.0;0.0;0.0741;0.8148;0.1111;0.0
крушить;NGTV;-0.9231;0.08;0.2;0.64;0.08;0.09
крушиться;NGTV;-1.0;0.0;0.12;0.72;0.16;0.0
крыжовник;NEUT;0.0;0.1481;0.5926;0.037;0.2222;0.0463
крылатый;NEUT;0.458;0.38;0.43;0.05;0.14;0.0566
крылечко;NEUT;0.3087;0.3069;0.5248;0.0891;0.0792;0.115
крыло;NEUT;0.0;0.16;0.64;0.0;0.2;0.0
крылышко;NEUT;0.0;0.16;0.64;0.04;0.16;0.05
крыльцо;NEUT;0.0;0.1071;0.75;0.0357;0.1071;0.0476
крыса;NEUT;-0.2838;0.0971;0.5146;0.2816;0.1068;0.1306
крысий;NGTV;-0.9444;0.08;0.2;0.68;0.04;0.0894
крысиный;NGTV;-0.7909;0.0686;0.2549;0.5686;0.1078;0.0769
крыска;NEUT;-0.251;0.1782;0.3465;0.3267;0.1485;0.2754
крысолов;NEUT;0.1509;0.25;0.44;0.17;0.14;0.2856
крысёнок;NEUT;-0.2817;0.14;0.41;0.29;0.16;0.2076
крытый;NEUT;0.0;0.125;0.6875;0.0625;0.125;0.0938
крыть;NEUT;-0.0714;0.12;0.52;0.16;0.2;0.21
крыша;NEUT;0.2917;0.3304;0.5913;0.0435;0.0348;0.0492
крышечка;NEUT;0.3974;0.35;0.47;0.05;0.13;0.0571
крюк;NEUT;0.0;0.1569;0.6471;0.0882;0.1078;0.1379
крючок;NEUT;0.0;0.1538;0.6538;0.0385;0.1538;0.0481
крючочек;NEUT;0.2768;0.29;0.54;0.05;0.12;0.0586
кряду;NEUT;0.0;0.0625;0.5938;0.125;0.2188;0.0938
кряканье;NEUT;0.1;0.2188;0.6563;0.0625;0.0625;0.0804
крякать;NEUT;0.0876;0.1881;0.5842;0.1089;0.1188;0.172
крякнуть;NEUT;-0.3077;0.15;0.42;0.33;0.1;0.2182
кряхтенье;NGTV;-0.5;0.08;0.41;0.41;0.1;0.0956
ксерокопирование;NEUT;0.0;0.1852;0.7407;0.0;0.0741;0.0
ксерокопия;NEUT;0.1;0.2333;0.7;0.0;0.0667;0.0
ксерокс;NEUT;0.0;0.1154;0.8077;0.0;0.0769;0.0
кстати;NEUT;0.0;0.04;0.84;0.04;0.08;0.08
куб;NEUT;0.0;0.04;0.76;0.04;0.16;0.08
кубанцы;NEUT;0.0;0.0;1.0;0.0;0.0;0.0
кубик;NEUT;0.0833;0.2059;0.6471;0.0;0.1471;0.0
кубинский;NEUT;0.0;0.0;1.0;0.0;0.0;0.0
кубок;PSTV;0.6282;0.4804;0.3333;0.0196;0.1667;0.0204
кубометр;NEUT;0.1;0.1852;0.5556;0.037;0.2222;0.0444
кувшин;NEUT;0.2627;0.297;0.5743;0.0396;0.0891;0.0449
кувыркание;NEUT;0.2168;0.2477;0.5413;0.0734;0.1376;0.0951
кувыркаться;NEUT;0.1;0.2069;0.6207;0.069;0.1034;0.092
кувыркнуться;NEUT;0.0;0.12;0.66;0.15;0.07;0.216
кувырнуться;NEUT;0.0;0.1538;0.6538;0.0385;0.1538;0.0481
кувырок;NEUT;0.0;0.16;0.76;0.04;0.04;0.05
куда-либо;NEUT;0.0;0.0714;0.8214;0.0;0.1071;0.0
куда-нибудь;NEUT;0.0;0.04;0.76;0.08;0.12;0.06
куда-то;NEUT;0.0;0.1481;0.7037;0.0;0.1481;0.0
кудахтанье;NEUT;-0.0556;0.0714;0.6071;0.1786;0.1429;0.1
кудахтать;NEUT;-0.3208;0.1089;0.4752;0.2871;0.1287;0.1502
кудесница;PSTV;0.9;0.4839;0.1613;0.0645;0.2903;0.0731
кудри;NEUT;0.3644;0.3333;0.4902;0.0588;0.1176;0.0692
кудрявый;NEUT;0.0;0.1724;0.6897;0.0345;0.1034;0.0414
кудряшка;NEUT;0.5077;0.4314;0.4216;0.049;0.098;0.0546
кудряшки;NEUT;0.4931;0.4364;0.4455;0.0364;0.0818;0.0394
кузина;NEUT;0.5;0.41;0.41;0.07;0.11;0.082
кузнец;NEUT;0.3926;0.36;0.49;0.03;0.12;0.0325
кузнечик;NEUT;0.2934;0.3107;0.5534;0.0485;0.0874;0.0561
кузов;NEUT;0.0357;0.1923;0.6923;0.0385;0.0769;0.0462
кукареканье;NEUT;-0.0566;0.1698;0.5283;0.1981;0.1038;0.3154
кукарекать;NEUT;0.0488;0.15;0.52;0.13;0.2;0.2427
кукла;NEUT;0.3372;0.3303;0.5229;0.0734;0.0734;0.0897
кукловод;NEUT;0.0;0.0698;0.6512;0.1628;0.1163;0.0997
куколка;PSTV;0.5672;0.4245;0.3491;0.066;0.1604;0.0763
кукольный;NEUT;0.0769;0.2027;0.6486;0.0676;0.0811;0.0901
кукуруза;NEUT;0.4609;0.402;0.451;0.0196;0.1275;0.0206
кукурузник;NEUT;0.2627;0.297;0.5743;0.0297;0.099;0.0327
кукурузный;NEUT;0.2895;0.3;0.54;0.09;0.07;0.117
кукушка;NEUT;0.0;0.0667;0.5667;0.1333;0.2333;0.1
кукушонок;PSTV;0.5526;0.42;0.36;0.08;0.14;0.0952
кулак;NEUT;-0.1757;0.0882;0.598;0.2451;0.0686;0.12
кулачный;NGTV;-0.4913;0.06;0.39;0.38;0.17;0.0695
кулачок;NEUT;0.0;0.16;0.64;0.04;0.16;0.05
кулер;NEUT;0.2706;0.28;0.53;0.03;0.16;0.0332
кулинар;PSTV;0.5515;0.4902;0.4216;0.0098;0.0784;0.01
кулинария;PSTV;0.6563;0.5437;0.3495;0.0097;0.0971;0.0099
кулинарка;NEUT;0.2925;0.2745;0.4902;0.098;0.1373;0.1331
кулинарный;NEUT;0.3319;0.33;0.53;0.02;0.12;0.0212
кулиса;NEUT;0.0;0.1481;0.6296;0.037;0.1852;0.0463
кулич;PSTV;0.622;0.5;0.3529;0.0392;0.1078;0.0423
кулончик;NEUT;0.0;0.1714;0.6857;0.0;0.1429;0.0
кульминация;NEUT;0.4052;0.35;0.46;0.02;0.17;0.0211
культ;NEUT;-0.2977;0.15;0.31;0.31;0.23;0.2226
культура;PSTV;0.8092;0.6357;0.2713;0.0543;0.0388;0.0589
культуризм;PSTV;0.6714;0.47;0.29;0.06;0.18;0.0677
культурность;PSTV;1.0;0.76;0.16;0.08;0.0;0.0884
культурный;PSTV;1.0;0.8;0.08;0.04;0.08;0.042
кулёк;NEUT;0.0;0.0769;0.8077;0.0385;0.0769;0.0577
кулёчек;NEUT;0.3496;0.3107;0.4757;0.068;0.1456;0.0828
кумир;PSTV;0.7925;0.56;0.25;0.1;0.09;0.1179
кумовство;NGTV;-0.4089;0.1121;0.3458;0.3271;0.215;0.1506
кун-фу;NEUT;0.0357;0.2;0.72;0.0;0.08;0.0
кунг-фу;NEUT;0.1;0.2;0.6;0.0;0.2;0.0
кунжут;NEUT;0.1;0.2308;0.6923;0.0385;0.0385;0.0449
кунжутный;NEUT;0.0769;0.2;0.64;0.0;0.16;0.0
куница;NEUT;0.0455;0.1818;0.6364;0.0682;0.1136;0.0938
купальник;NEUT;0.0172;0.1852;0.7037;0.037;0.0741;0.0444
купальничек;NEUT;0.5233;0.45;0.42;0.04;0.09;0.0436
купание;NEUT;0.5308;0.4554;0.4158;0.0594;0.0693;0.0672
купанье;NEUT;0.4857;0.4466;0.466;0.0097;0.0777;0.0099
купать;NEUT;0.5357;0.495;0.4455;0.0297;0.0297;0.0315
купаться;PSTV;0.6333;0.57;0.39;0.0;0.04;0.0
купец;NEUT;0.2949;0.3039;0.5392;0.0686;0.0882;0.0841
купить;NEUT;0.0;0.1471;0.8529;0.0;0.0;0.0
куплет;NEUT;0.2143;0.25;0.55;0.03;0.17;0.0336
купол;NEUT;0.1;0.1951;0.5854;0.0244;0.1951;0.0274
купон;NEUT;0.4213;0.375;0.4712;0.0288;0.125;0.0311
купюра;NEUT;0.4286;0.3861;0.4752;0.0495;0.0891;0.0559
куратор;NEUT;0.3684;0.33;0.48;0.08;0.11;0.0994
курево;NGTV;-1.0;0.0357;0.1429;0.75;0.0714;0.0374
курильщица;NGTV;-1.0;0.0385;0.1538;0.7308;0.0769;0.0405
куриная;NEUT;0.0769;0.1724;0.5517;0.069;0.2069;0.0966
куриный;NEUT;0.1;0.2143;0.6429;0.0714;0.0714;0.0952
курировать;NEUT;0.1;0.2;0.6;0.0667;0.1333;0.0889
курица;NEUT;0.3692;0.3069;0.4455;0.099;0.1485;0.1309
курлыканье;NEUT;0.0357;0.2;0.72;0.04;0.04;0.048
курлыкать;NEUT;0.4844;0.42;0.44;0.06;0.08;0.0686
курносый;NEUT;0.0;0.17;0.5;0.17;0.16;0.34
курок;NGTV;-0.3571;0.0686;0.4706;0.3137;0.1471;0.0836
куролесить;NEUT;-0.2857;0.2342;0.2342;0.3964;0.1351;0.3726
курорт;PSTV;1.0;0.8077;0.1538;0.0;0.0385;0.0
курортник;NEUT;0.4661;0.3585;0.3962;0.0566;0.1887;0.0655
курортный;NEUT;0.5382;0.47;0.42;0.03;0.08;0.0319
курочка;PSTV;0.7143;0.6;0.33;0.02;0.05;0.0207
курс;NEUT;0.3293;0.3148;0.5093;0.0833;0.0926;0.1054
курсант;NEUT;0.1;0.2143;0.6429;0.0476;0.0952;0.0582
курсор;NEUT;0.1;0.2222;0.6667;0.0;0.1111;0.0
куртка;NEUT;0.0;0.16;0.76;0.0;0.08;0.0
курточка;NEUT;0.5233;0.4369;0.4078;0.0194;0.1359;0.0203
курчавость;NEUT;0.1;0.16;0.48;0.04;0.32;0.05
курчавый;NEUT;0.0769;0.1724;0.5517;0.069;0.2069;0.0966
курьер;NEUT;0.416;0.3922;0.5;0.0686;0.0392;0.0806
курьерский;NEUT;0.0;0.16;0.76;0.04;0.04;0.05
курьёз;NEUT;-0.1646;0.2475;0.2673;0.3465;0.1386;0.4243
курьёзный;NEUT;0.0855;0.2571;0.3619;0.2095;0.1714;0.3802
курятина;NEUT;0.0806;0.2069;0.6552;0.069;0.069;0.092
курятник;NEUT;0.0;0.16;0.72;0.04;0.08;0.05
кусание;NGTV;-0.5455;0.1;0.35;0.4;0.15;0.125
кусать;NGTV;-0.5447;0.1089;0.3663;0.4257;0.099;0.1368
кусаться;NGTV;-1.0;0.0741;0.1111;0.7407;0.0741;0.0815
кусачий;NGTV;-0.9;0.0;0.2222;0.6667;0.1111;0.0
кусачки;NEUT;0.025;0.1628;0.6047;0.0698;0.1628;0.0997
кусковой;NEUT;0.0;0.0435;0.5435;0.1087;0.3043;0.0609
куснуть;NEUT;-0.1308;0.1509;0.5472;0.217;0.0849;0.2559
кусок;NEUT;0.0;0.1786;0.75;0.0;0.0714;0.0
кусочек;NEUT;0.1903;0.2524;0.5922;0.0291;0.1262;0.0325
куст;NEUT;0.0;0.12;0.76;0.0;0.12;0.0
кустарник;NEUT;0.0948;0.2091;0.6364;0.0455;0.1091;0.0553
кустарниковый;NEUT;0.0;0.1538;0.7692;0.0385;0.0385;0.0481
кустарный;NEUT;0.0;0.0667;0.6;0.1333;0.2;0.1
кустик;NEUT;0.3372;0.3158;0.5;0.0439;0.1404;0.05
кутать;NEUT;0.4029;0.31;0.41;0.06;0.22;0.0716
кутаться;NEUT;0.2579;0.2376;0.4653;0.0693;0.2277;0.0895
кутикула;NEUT;0.0;0.1333;0.5333;0.0667;0.2667;0.1
кутить;NEUT;-0.2308;0.2137;0.2564;0.3419;0.188;0.3472
кухня;NEUT;0.3361;0.34;0.54;0.04;0.08;0.0447
кухонный;NEUT;0.0;0.04;0.8;0.08;0.08;0.06
кухонька;NEUT;0.4696;0.3922;0.4216;0.1078;0.0784;0.1375
куча;NEUT;0.0;0.0857;0.8;0.0571;0.0571;0.0952
кучерявый;NEUT;0.3455;0.31;0.48;0.07;0.14;0.0858
кучка;NEUT;0.0;0.1188;0.6436;0.1089;0.1287;0.2087
кушанье;PSTV;0.6176;0.5333;0.381;0.0667;0.019;0.075
кушать;PSTV;0.825;0.6168;0.2523;0.0561;0.0748;0.0612
кушетка;NEUT;0.1;0.2069;0.6207;0.069;0.1034;0.092
лабиринт;NEUT;0.0;0.0566;0.8113;0.0755;0.0566;0.0991
лаборантка;NEUT;0.2627;0.2941;0.5686;0.0196;0.1176;0.0209
лаборатория;NEUT;0.3346;0.3426;0.5463;0.0278;0.0833;0.03
лабрадор;PSTV;0.5538;0.4752;0.4059;0.0396;0.0792;0.0429
лава;NGTV;-0.4;0.0686;0.4314;0.3235;0.1765;0.0832
лаваш;NEUT;0.5217;0.48;0.45;0.03;0.04;0.0319
лавина;NGTV;-0.657;0.04;0.34;0.53;0.09;0.043
лавирование;NEUT;0.1477;0.19;0.5;0.09;0.22;0.1326
лавка;NEUT;0.0556;0.1786;0.6071;0.0714;0.1429;0.1
лавочка;NEUT;0.1983;0.2647;0.6078;0.0196;0.1078;0.0211
лавочница;NEUT;0.1552;0.19;0.49;0.05;0.27;0.0632
лавровый;NEUT;0.0357;0.2;0.72;0.04;0.04;0.048
лагерный;NEUT;0.3214;0.32;0.4;0.14;0.14;0.2013
лагерь;NEUT;0.275;0.2844;0.5321;0.0275;0.156;0.0302
ладиться;PSTV;1.0;0.7879;0.0909;0.0606;0.0606;0.0653
ладность;PSTV;0.7788;0.54;0.25;0.03;0.18;0.0317
ладонь;NEUT;0.0;0.08;0.64;0.0;0.28;0.0
ладошка;NEUT;0.475;0.39;0.42;0.07;0.12;0.0826
ладья;NEUT;0.0556;0.1724;0.5862;0.069;0.1724;0.0966
лазание;NEUT;0.0455;0.2143;0.75;0.0357;0.0;0.0417
лазанье;NEUT;0.0;0.12;0.72;0.0;0.16;0.0
лазать;NEUT;0.0;0.1386;0.6733;0.1386;0.0495;0.2772
лазейка;NEUT;0.0;0.12;0.68;0.04;0.16;0.0533
лазер;NEUT;0.0493;0.1688;0.5844;0.1299;0.1169;0.2298
лазить;NEUT;-0.0258;0.1346;0.6058;0.1635;0.0962;0.2455
лазурный;NEUT;0.4847;0.4216;0.4412;0.0098;0.1275;0.01
лай;NEUT;-0.1021;0.1597;0.4958;0.2101;0.1345;0.281
лайк;PSTV;1.0;0.8214;0.1071;0.0357;0.0357;0.0373
лайка;NEUT;0.4712;0.4091;0.4455;0.0636;0.0818;0.0735
лайки;PSTV;0.9643;0.6923;0.1923;0.0385;0.0769;0.0406
лайм;NEUT;0.4344;0.3762;0.4554;0.0693;0.099;0.0821
лайнер;NEUT;0.199;0.2308;0.5288;0.0865;0.1538;0.119
лак;NEUT;0.1;0.2222;0.6667;0.0;0.1111;0.0
лакировать;NEUT;0.2426;0.2475;0.505;0.0495;0.198;0.0594
лакировка;NEUT;0.25;0.27;0.54;0.05;0.14;0.0593
лакомиться;PSTV;1.0;0.72;0.16;0.04;0.08;0.0422
лакомство;PSTV;1.0;0.92;0.0;0.0;0.08;0.0
лаконический;NEUT;0.4714;0.3366;0.3663;0.0396;0.2574;0.0443
лаконичный;PSTV;0.9167;0.6286;0.2;0.0286;0.1429;0.0299
лама;NEUT;0.436;0.375;0.4519;0.0385;0.1346;0.0424
ламинат;NEUT;0.1;0.2188;0.6563;0.0;0.125;0.0
лампа;NEUT;0.2762;0.3033;0.5656;0.0492;0.082;0.0572
лампочка;NEUT;0.3372;0.3564;0.5644;0.0;0.0792;0.0
ландшафт;NEUT;0.0;0.1111;0.8148;0.037;0.037;0.0494
ландыш;PSTV;0.5806;0.48;0.38;0.03;0.11;0.0319
ланч;NEUT;0.5227;0.4466;0.4175;0.0291;0.1068;0.031
лапа;NEUT;0.1389;0.2233;0.6019;0.0583;0.1165;0.0734
лапать;NGTV;-0.9;0.0;0.24;0.72;0.04;0.0
лапка;PSTV;0.7174;0.5392;0.2941;0.0686;0.098;0.0774
лапоть;NEUT;0.0;0.08;0.6;0.04;0.28;0.06
лапочка;PSTV;0.9643;0.72;0.2;0.0;0.08;0.0
лапша;NEUT;0.0;0.1154;0.8077;0.0385;0.0385;0.0513
ларёк;NEUT;0.1;0.2222;0.6667;0.037;0.0741;0.0432
ласка;PSTV;1.0;0.88;0.04;0.0;0.08;0.0
ласкать;PSTV;1.0;0.88;0.12;0.0;0.0;0.0
ласкаться;PSTV;1.0;0.84;0.12;0.0;0.04;0.0
ласковость;PSTV;1.0;0.84;0.08;0.04;0.04;0.0419
ласковый;PSTV;1.0;0.9412;0.0294;0.0;0.0294;0.0
ластик;NEUT;0.1;0.1818;0.5455;0.0455;0.2273;0.0568
ласточка;NEUT;0.5227;0.46;0.43;0.04;0.07;0.0435
латиноамериканец;NEUT;0.0;0.0;1.0;0.0;0.0;0.0
латиноамериканка;NEUT;0.0;0.0;1.0;0.0;0.0;0.0
латинос;NEUT;0.0;0.0;1.0;0.0;0.0;0.0
латинский;NEUT;0.0;0.0;1.0;0.0;0.0;0.0
латте;NEUT;0.4328;0.37;0.45;0.03;0.15;0.0324
латынь;NEUT;0.1571;0.2212;0.5673;0.0577;0.1538;0.0727
латышский;NEUT;0.0;0.0;1.0;0.0;0.0;0.0
лаять;NEUT;-0.2565;0.0874;0.5534;0.2816;0.0777;0.1145
лгать;NGTV;-1.0;0.0;0.0811;0.8649;0.0541;0.0
лгун;NGTV;-0.9194;0.0;0.2308;0.7308;0.0385;0.0
лгунишка;NGTV;-1.0;0.1009;0.1376;0.7064;0.055;0.1153
лгунья;NGTV;-1.0;0.0385;0.0769;0.8846;0.0;0.0401
лебединый;NEUT;0.4286;0.39;0.48;0.05;0.08;0.0564
лебедь;NEUT;0.4783;0.4455;0.4752;0.0396;0.0396;0.0431
лебёдка;NEUT;0.0;0.129;0.5806;0.0645;0.2258;0.0968
левитация;NEUT;0.0;0.0882;0.6176;0.0588;0.2353;0.098
левобережный;NEUT;0.0;0.1154;0.7308;0.0385;0.1154;0.0513
левша;NEUT;0.0;0.16;0.72;0.04;0.08;0.05
левый;NEUT;0.0;0.1068;0.6019;0.1456;0.1456;0.1851
легализовать;PSTV;0.6193;0.45;0.32;0.03;0.2;0.032
легальность;PSTV;0.9;0.6;0.2;0.0;0.2;0.0
легальный;PSTV;1.0;0.76;0.16;0.04;0.04;0.0421
легенда;PSTV;0.5611;0.4851;0.4059;0.0297;0.0792;0.0315
легендарный;PSTV;0.9231;0.6275;0.1961;0.0196;0.1569;0.0202
легкоатлет;NEUT;0.4449;0.4;0.47;0.04;0.09;0.044
легковерный;NGTV;-0.7941;0.07;0.24;0.54;0.15;0.0791
легковой;NEUT;0.0172;0.2;0.76;0.0;0.04;0.0
легковооружённый;NGTV;-0.3853;0.1188;0.3762;0.3267;0.1782;0.162
легковоспламеняющийся;NGTV;-0.557;0.1176;0.3529;0.4412;0.0882;0.149
легковушка;NEUT;0.1699;0.217;0.5377;0.0943;0.1509;0.1354
легкомысленность;NGTV;-0.9;0.0303;0.2424;0.7273;0.0;0.0316
легкомысленный;NGTV;-0.9;0.0851;0.2128;0.6383;0.0638;0.0965
легкомыслие;NGTV;-1.0;0.0769;0.1538;0.7692;0.0;0.0846
легонечко;PSTV;0.657;0.5196;0.3333;0.0098;0.1373;0.01
легонько;NEUT;0.378;0.36;0.51;0.07;0.06;0.0836
леденеть;NGTV;-0.6538;0.0777;0.3204;0.4951;0.1068;0.0899
леденец;PSTV;0.6163;0.5248;0.3762;0.0297;0.0693;0.0314
леденцовый;PSTV;0.6356;0.5;0.34;0.05;0.11;0.055
ледник;NEUT;0.0;0.1111;0.8148;0.0;0.0741;0.0
ледниковый;NEUT;0.0;0.04;0.8;0.04;0.12;0.08
ледовый;NEUT;0.0;0.12;0.72;0.0;0.16;0.0
ледок;NEUT;0.0806;0.1818;0.5758;0.0303;0.2121;0.0354
ледокол;NEUT;0.2881;0.31;0.56;0.04;0.09;0.0452
ледышка;NEUT;-0.0421;0.17;0.46;0.19;0.18;0.3221
ледянка;NEUT;0.229;0.2453;0.5189;0.0755;0.1604;0.0987
ледяной;NEUT;0.0;0.069;0.6897;0.1724;0.069;0.0966
леечка;NEUT;0.5079;0.43;0.42;0.0;0.15;0.0
лежак;NEUT;0.3462;0.3235;0.5;0.0686;0.1078;0.0832
лежание;NEUT;0.1327;0.2039;0.5592;0.125;0.1118;0.2016
лежать;NEUT;0.0769;0.2;0.64;0.04;0.12;0.048
лежачий;NEUT;0.0368;0.1683;0.604;0.1386;0.0891;0.2528
лезвие;NEUT;-0.2934;0.0481;0.5481;0.3077;0.0962;0.0556
лезть;NEUT;-0.1694;0.1207;0.5776;0.2328;0.069;0.1833
лейка;NEUT;0.3824;0.3398;0.4757;0.0485;0.1359;0.0555
лейкопластырь;NEUT;0.4024;0.3663;0.4851;0.0495;0.099;0.0562
лейтенант;NEUT;0.2273;0.2832;0.6018;0.0531;0.0619;0.0631
лекарственный;PSTV;0.6797;0.5577;0.3365;0.0385;0.0673;0.0411
лекарство;PSTV;1.0;0.72;0.08;0.04;0.16;0.0422
лекарь;PSTV;1.0;0.7143;0.1429;0.0357;0.1071;0.0375
лексика;NEUT;0.1;0.2222;0.6667;0.037;0.0741;0.0432
лексикон;NEUT;0.0;0.0385;0.8077;0.0769;0.0769;0.0577
лектор;NEUT;0.2742;0.2286;0.4286;0.0952;0.2476;0.1349
лекция;PSTV;0.5732;0.4519;0.3654;0.0962;0.0865;0.1166
лемур;NEUT;0.3609;0.33;0.49;0.06;0.12;0.0709
лен;NEUT;0.1;0.1538;0.4615;0.0513;0.3333;0.0684
ленивец;NEUT;-0.1875;0.2079;0.396;0.3267;0.0693;0.3402
ленивый;NGTV;-1.0;0.04;0.12;0.84;0.0;0.0419
лениться;NGTV;-0.9;0.0345;0.2414;0.7241;0.0;0.0361
лента;NEUT;0.1606;0.24;0.61;0.06;0.09;0.075
ленточка;NEUT;0.2734;0.3113;0.5849;0.0472;0.0566;0.0543
ленточный;NEUT;0.0769;0.1923;0.6154;0.0;0.1923;0.0
лентяй;NGTV;-1.0;0.0882;0.0882;0.7941;0.0294;0.098
лентяйка;NGTV;-0.9828;0.0769;0.1923;0.7308;0.0;0.085
лентяйничать;NGTV;-1.0;0.069;0.069;0.7586;0.1034;0.0752
леопард;NEUT;0.0;0.16;0.76;0.0;0.08;0.0
леопардовый;NEUT;0.0;0.0741;0.7778;0.0556;0.0926;0.0972
лепесток;NEUT;0.3644;0.3366;0.495;0.0594;0.1089;0.0699
лепет;NEUT;0.22;0.2376;0.5149;0.1287;0.1188;0.1984
лепить;NEUT;0.275;0.31;0.58;0.04;0.07;0.0452
лепка;NEUT;0.3571;0.3301;0.4951;0.0388;0.1359;0.0434
лепёшечка;PSTV;0.564;0.4653;0.3861;0.0297;0.1188;0.0316
лепёшка;NEUT;0.0;0.1538;0.6923;0.0385;0.1154;0.0481
лес;PSTV;0.5515;0.5;0.43;0.03;0.04;0.0318
лесбиянство;NGTV;-0.5806;0.0594;0.3762;0.4752;0.0891;0.0668
лесенка;NEUT;0.378;0.36;0.51;0.04;0.09;0.0444
лесник;NEUT;0.3067;0.3168;0.5446;0.0297;0.1089;0.0325
лесной;NEUT;0.0357;0.1923;0.6923;0.0;0.1154;0.0
лесовик;NEUT;0.2419;0.23;0.47;0.07;0.23;0.0913
лесоводство;NEUT;0.4344;0.38;0.46;0.03;0.13;0.0324
лесовоз;NEUT;0.0;0.04;0.72;0.04;0.2;0.08
лесоруб;NEUT;-0.0172;0.0714;0.6786;0.1786;0.0714;0.1
лесостепь;NEUT;0.1545;0.2264;0.5849;0.066;0.1226;0.0853
лесочек;PSTV;0.684;0.57;0.34;0.01;0.08;0.0102
лестница;NEUT;0.0;0.08;0.76;0.04;0.12;0.06
лестничный;NEUT;0.0455;0.2222;0.7778;0.0;0.0;0.0
лестный;NEUT;0.3349;0.4057;0.1698;0.2358;0.1887;0.373
лесть;NGTV;-1.0;0.13;0.13;0.63;0.11;0.1568
летальный;NGTV;-1.0;0.037;0.0741;0.7037;0.1852;0.039
летаргический;NGTV;-0.366;0.0396;0.4059;0.2772;0.2772;0.0453
летательный;NEUT;0.1188;0.22;0.5;0.16;0.12;0.2764
летать;NEUT;0.4706;0.4314;0.4706;0.049;0.049;0.0546
лететь;NEUT;0.3438;0.3564;0.5545;0.0198;0.0693;0.0209
летний;NEUT;0.5;0.4685;0.4685;0.018;0.045;0.0187
лето;PSTV;0.9167;0.6984;0.2222;0.0238;0.0556;0.0246
летучий;NEUT;0.0806;0.2222;0.7037;0.0741;0.0;0.0988
летяга;NEUT;0.0;0.0882;0.6765;0.0588;0.1765;0.098
лечебница;PSTV;0.6018;0.4554;0.3267;0.1188;0.099;0.1498
лечебный;PSTV;0.9286;0.7027;0.2162;0.027;0.0541;0.0281
лечение;PSTV;0.9;0.6471;0.2157;0.0588;0.0784;0.0642
лечить;PSTV;0.9;0.6563;0.2188;0.0521;0.0729;0.0562
лечиться;PSTV;0.6136;0.5094;0.3679;0.0377;0.0849;0.0405
лечь;NEUT;0.0172;0.1923;0.7308;0.0385;0.0385;0.0462
лещ;NEUT;0.172;0.2079;0.495;0.1287;0.1683;0.2084
лживость;NGTV;-1.0;0.0;0.1111;0.8519;0.037;0.0
лживый;NGTV;-1.0;0.0;0.04;0.88;0.08;0.0
либерализм;NEUT;0.2586;0.2178;0.4257;0.099;0.2574;0.144
либеральничать;NEUT;-0.1517;0.1538;0.2991;0.2222;0.3248;0.2604
ливень;NEUT;-0.1328;0.1961;0.4804;0.2745;0.049;0.3361
ливневый;NEUT;-0.1481;0.1386;0.4851;0.2079;0.1683;0.231
лидер;PSTV;1.0;0.7692;0.1923;0.0;0.0385;0.0
лидерский;PSTV;1.0;0.68;0.16;0.08;0.08;0.0894
