slice;term;answer;ratio
CLASS:WEATHER;лиловые сумерки;TIME_OF_DAY;0.9474
CLASS:BT/DISHES/FOOD;лимон;FOOD;1.0
TEZ:REL_TYPE;лимонад/жидкость;VERTICAL;0.96
TEZ:REL_TYPE;лимонад/напиток;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;лимонная корка;FOOD;1.0
CLASS:BT/DISHES/FOOD;лимонная цедра;FOOD;1.0
CLASS:BT/DISHES/FOOD;лимонный пирог;FOOD;1.0
CLASS:BT/DISHES/FOOD;лимонный сок;FOOD;1.0
CLASS:BT/DISHES/FOOD;лимончик;FOOD;1.0
TEZ:REL_TYPE;липа/дерево;VERTICAL;0.9688
TEZ:REL_TYPE;липа/растение;VERTICAL;1.0
TEZ:REL_TYPE;лист/дерево;PART/WHOLE;1.0
TEZ:REL_TYPE;лист/книга;PART/WHOLE;1.0
TEZ:REL_TYPE;лист/куст;PART/WHOLE;1.0
TEZ:REL_TYPE;лист/растение;PART/WHOLE;1.0
TEZ:REL_TYPE;листва/дерево;PART/WHOLE;1.0
TEZ:REL_TYPE;листва/куст;PART/WHOLE;0.9286
TEZ:REL_TYPE;листва/растение;PART/WHOLE;0.8
TEZ:REL_TYPE;листок/дерево;PART/WHOLE;1.0
TEZ:REL_TYPE;листок/книга;PART/WHOLE;0.9333
TEZ:REL_TYPE;листок/куст;PART/WHOLE;1.0
TEZ:REL_TYPE;листок/растение;PART/WHOLE;1.0
TEZ:REL_TYPE;листья/дерево;PART/WHOLE;1.0
TEZ:REL_TYPE;листья/куст;PART/WHOLE;1.0
TEZ:REL_TYPE;листья/растение;PART/WHOLE;1.0
TEZ:REL_TYPE;литература/книга;VERTICAL;0.7895
TEZ:REL_TYPE;литература/наука;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;литровая банка;DISHES;1.0
CLASS:BT/DISHES/FOOD;литровая бутылка;DISHES;1.0
CLASS:BT/DISHES/FOOD;литровая бутыль;DISHES;1.0
TEZ:REL_TYPE;лифчик/одежда;VERTICAL;1.0
CLASS:KIN;лицемерка;NO;1.0
TEZ:REL_TYPE;лицо/человек;PART/WHOLE;1.0
CLASS:MOVE;ловить;YES;1.0
TEZ:REL_TYPE;логово/берлога;SYN;0.8333
TEZ:REL_TYPE;логово/место;SYN;0.8824
TEZ:REL_TYPE;лодка/транспорт;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;ложечка;DISHES;1.0
CLASS:MOVE;ложиться;YES;1.0
CLASS:BT/DISHES/FOOD;ложка;DISHES;1.0
TEZ:REL_TYPE;ложка/еда;PART/WHOLE;1.0
TEZ:REL_TYPE;ложка/посуда;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;ложки;DISHES;1.0
CLASS:BT/DISHES/FOOD;ложок;DISHES;1.0
CLASS:MOVE;ломать;YES;1.0
CLASS:BT/DISHES/FOOD;ломоть;FOOD;1.0
CLASS:BT/DISHES/FOOD;ломти;FOOD;1.0
TEZ:REL_TYPE;лопата/инструмент;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;лопатка;DISHES;1.0
CLASS:BT/DISHES/FOOD;лопаточка;DISHES;1.0
TEZ:REL_TYPE;лосось/еда;VERTICAL;1.0
CLASS:MOVE;лошадка;NO;1.0
CLASS:WEATHER;луг;GOOD_WEATHER;1.0
CLASS:WEATHER;лужи;BAD_WEATHER;1.0
TEZ:REL_TYPE;лук/еда;VERTICAL;1.0
TEZ:REL_TYPE;лук/растение;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;луковая шелуха;FOOD;1.0
CLASS:BT/DISHES/FOOD;луковый соус;FOOD;1.0
CLASS:BT/DISHES/FOOD;луковый суп;FOOD;1.0
CLASS:WEATHER;лучи;GOOD_WEATHER;1.0
CLASS:WEATHER;лучики;GOOD_WEATHER;1.0
CLASS:MOVE;лыжник;NO;0.9444
CLASS:KIN;любимое чадо;YES;1.0
CLASS:BT/DISHES/FOOD;любимый напиток;FOOD;1.0
TEZ:REL_TYPE;любовь/чувство;VERTICAL;0.7895
CLASS:KIN;любящий отец;YES;1.0
TEZ:REL_TYPE;люстра/комната;PART/WHOLE;1.0
TEZ:REL_TYPE;люстра/помещение;PART/WHOLE;0.7333
CLASS:WEATHER;лютая зима;BAD_WEATHER;1.0
CLASS:WEATHER;лютая стужа;BAD_WEATHER;1.0
CLASS:WEATHER;лютые морозы;BAD_WEATHER;1.0
CLASS:WEATHER;лютый мороз;BAD_WEATHER;1.0
CLASS:WEATHER;лютый холод;BAD_WEATHER;1.0
CLASS:BT/DISHES/FOOD;лягушачьи лапки;FOOD;1.0
CLASS:WEATHER;лёгкая дымка;GOOD_WEATHER;0.9167
CLASS:WEATHER;лёгкая рябь;GOOD_WEATHER;1.0
CLASS:WEATHER;лёгкий ветерок;GOOD_WEATHER;1.0
CLASS:WEATHER;лёгкий морозец;GOOD_WEATHER;0.9737
CLASS:WEATHER;лёгкое дуновение;GOOD_WEATHER;1.0
TEZ:REL_TYPE;лётчик/профессия;VERTICAL;0.9091
TEZ:REL_TYPE;лётчик/человек;VERTICAL;0.9091
TEZ:REL_TYPE;майка/одежда;VERTICAL;1.0
CLASS:WEATHER;майское солнце;GOOD_WEATHER;1.0
CLASS:BT/DISHES/FOOD;макаронина;FOOD;1.0
TEZ:REL_TYPE;макароны/еда;VERTICAL;0.6875
CLASS:WEATHER;малейшее дуновение;GOOD_WEATHER;1.0
CLASS:MOVE;маленькая;NO;1.0
CLASS:KIN;маленькая дочка;YES;1.0
CLASS:BT/DISHES/FOOD;маленькая кухонька;BT;1.0
CLASS:KIN;маленькая сестричка;YES;1.0
CLASS:BT/DISHES/FOOD;маленькие глоточки;FOOD;1.0
CLASS:MOVE;маленький;NO;1.0
CLASS:BT/DISHES/FOOD;маленький глоточек;FOOD;1.0
CLASS:WEATHER;маленькое облачко;GOOD_WEATHER;1.0
TEZ:REL_TYPE;малина/еда;VERTICAL;1.0
TEZ:REL_TYPE;малина/ягода;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;малиновое варенье;FOOD;1.0
CLASS:BT/DISHES/FOOD;малиновый сироп;FOOD;1.0
CLASS:BT/DISHES/FOOD;малиновый сок;FOOD;1.0
CLASS:KIN;малолетний сын;YES;1.0
CLASS:BT/DISHES/FOOD;малосольные огурцы;FOOD;1.0
CLASS:BT/DISHES/FOOD;малосольные огурчики;FOOD;1.0
CLASS:KIN;мальчик;NO;1.0
TEZ:REL_TYPE;мальчик/человек;VERTICAL;1.0
CLASS:KIN;мальчишка;NO;1.0
CLASS:MOVE;мальчишка;NO;1.0
CLASS:KIN;мальчуган;NO;1.0
TEZ:REL_TYPE;маляр/профессия;VERTICAL;1.0
TEZ:REL_TYPE;маляр/человек;VERTICAL;1.0
CLASS:KIN;мамочка;YES;1.0
TEZ:REL_TYPE;манекен/одежда;PART/WHOLE;1.0
CLASS:WEATHER;марево;BAD_WEATHER;0.9091
CLASS:BT/DISHES/FOOD;маринованные грибы;FOOD;1.0
CLASS:BT/DISHES/FOOD;маринованные овощи;FOOD;1.0
CLASS:BT/DISHES/FOOD;маринованные огурцы;FOOD;1.0
CLASS:BT/DISHES/FOOD;маринованные огурчики;FOOD;1.0
CLASS:BT/DISHES/FOOD;мармелад;FOOD;1.0
CLASS:BT/DISHES/FOOD;марочное вино;FOOD;1.0
CLASS:WEATHER;мартовский снег;BAD_WEATHER;1.0
CLASS:WEATHER;мартовское солнце;GOOD_WEATHER;1.0
TEZ:REL_TYPE;маршрут/место;VERTICAL;0.7143
CLASS:BT/DISHES/FOOD;масло;FOOD;1.0
TEZ:REL_TYPE;масло/еда;VERTICAL;0.9444
TEZ:REL_TYPE;масло/жидкость;VERTICAL;1.0
TEZ:REL_TYPE;мастер/профессия;VERTICAL;1.0
TEZ:REL_TYPE;мастер/человек;VERTICAL;1.0
TEZ:REL_TYPE;математика/наука;VERTICAL;1.0
CLASS:KIN;материнские чувства;YES;0.9412
CLASS:KIN;матушка;YES;1.0
CLASS:KIN;мать;YES;1.0
CLASS:MOVE;махать;YES;1.0
CLASS:MOVE;махнуть;YES;1.0
TEZ:REL_TYPE;машина/транспорт;VERTICAL;1.0
TEZ:REL_TYPE;машинист/профессия;VERTICAL;1.0
TEZ:REL_TYPE;машинист/человек;VERTICAL;1.0
CLASS:WEATHER;мгла;BAD_WEATHER;1.0
CLASS:WEATHER;мглистое небо;BAD_WEATHER;1.0
TEZ:REL_TYPE;мебель/диван;VERTICAL;1.0
TEZ:REL_TYPE;мебель/дом;PART/WHOLE;1.0
TEZ:REL_TYPE;мебель/квартира;PART/WHOLE;1.0
TEZ:REL_TYPE;мебель/кресло;VERTICAL;1.0
TEZ:REL_TYPE;мебель/кровать;VERTICAL;1.0
TEZ:REL_TYPE;мебель/полка;VERTICAL;1.0
TEZ:REL_TYPE;мебель/сервант;VERTICAL;1.0
TEZ:REL_TYPE;мебель/спальня;PART/WHOLE;0.75
TEZ:REL_TYPE;мебель/стеллаж;VERTICAL;1.0
TEZ:REL_TYPE;мебель/стол;VERTICAL;1.0
TEZ:REL_TYPE;мебель/стул;VERTICAL;1.0
TEZ:REL_TYPE;мебель/табуретка;VERTICAL;1.0
TEZ:REL_TYPE;мебель/тумбочка;VERTICAL;0.9688
TEZ:REL_TYPE;мебель/шкаф;VERTICAL;0.8235
TEZ:REL_TYPE;медицина/наука;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;медное блюдо;DISHES;1.0
CLASS:BT/DISHES/FOOD;медные кастрюли;DISHES;1.0
CLASS:BT/DISHES/FOOD;медные тазы;DISHES;1.0
CLASS:BT/DISHES/FOOD;медный котелок;DISHES;1.0
CLASS:BT/DISHES/FOOD;медный кувшин;DISHES;1.0
CLASS:BT/DISHES/FOOD;медный самовар;DISHES;1.0
CLASS:BT/DISHES/FOOD;медный тазик;DISHES;1.0
CLASS:BT/DISHES/FOOD;медный чайник;DISHES;1.0
TEZ:REL_TYPE;медсестра/профессия;VERTICAL;1.0
TEZ:REL_TYPE;медсестра/человек;VERTICAL;0.9474
CLASS:WEATHER;мелкая морось;BAD_WEATHER;1.0
CLASS:WEATHER;мелкая рябь;BAD_WEATHER;1.0
CLASS:WEATHER;мелкие брызги;BAD_WEATHER;1.0
CLASS:WEATHER;мелкий дождь;BAD_WEATHER;1.0
CLASS:WEATHER;мелкий снежок;GOOD_WEATHER;0.9091
CLASS:KIN;мелкопоместный дворянин;NO;1.0
CLASS:MOVE;мелькать;YES;1.0
CLASS:BT/DISHES/FOOD;мельница;BT;1.0
CLASS:MOVE;мельтешить;YES;1.0
CLASS:MOVE;менять;NO;1.0
CLASS:MOVE;мерещиться;NO;1.0
CLASS:MOVE;мерить;NO;0.9167
TEZ:REL_TYPE;мероприятие/организатор;PART/WHOLE;0.7273
TEZ:REL_TYPE;мероприятие/событие;SYN;0.9231
CLASS:WEATHER;месиво;BAD_WEATHER;1.0
TEZ:REL_TYPE;местечко/место;SYN;1.0
CLASS:MOVE;место;NO;1.0
TEZ:REL_TYPE;место/автобус;PART/WHOLE;0.8462
TEZ:REL_TYPE;место/билет;PART/WHOLE;1.0
TEZ:REL_TYPE;место/будка;VERTICAL;1.0
TEZ:REL_TYPE;место/город;VERTICAL;1.0
TEZ:REL_TYPE;место/деревня;VERTICAL;0.9091
TEZ:REL_TYPE;место/кафе;VERTICAL;0.9444
TEZ:REL_TYPE;место/квартира;VERTICAL;0.9091
TEZ:REL_TYPE;место/клуб;VERTICAL;1.0
TEZ:REL_TYPE;место/координата;SYN;1.0
TEZ:REL_TYPE;место/маршрут;PART/WHOLE;1.0
TEZ:REL_TYPE;место/местечко;SYN;1.0
TEZ:REL_TYPE;место/нахождение;SYN;1.0
TEZ:REL_TYPE;место/окрестность;SYN;0.9091
TEZ:REL_TYPE;место/остановка;VERTICAL;0.8462
TEZ:REL_TYPE;место/парк;VERTICAL;0.7647
TEZ:REL_TYPE;место/положение;SYN;1.0
TEZ:REL_TYPE;место/расположение;SYN;1.0
TEZ:REL_TYPE;место/ряд;PART/WHOLE;0.8333
TEZ:REL_TYPE;место/село;VERTICAL;1.0
TEZ:REL_TYPE;место/страна;PART/WHOLE;1.0
TEZ:REL_TYPE;место/территория;SYN;0.9091
TEZ:REL_TYPE;место/угол;VERTICAL;1.0
CLASS:MOVE;месяц;NO;1.0
CLASS:MOVE;метаться;YES;1.0
CLASS:WEATHER;метель;BAD_WEATHER;1.0
TEZ:REL_TYPE;метро/место;VERTICAL;1.0
TEZ:REL_TYPE;метро/транспорт;VERTICAL;0.7857
CLASS:KIN;мечты;NO;1.0
CLASS:BT/DISHES/FOOD;микроволновая печь;BT;1.0
CLASS:BT/DISHES/FOOD;миксер;BT;1.0
TEZ:REL_TYPE;милиционер/профессия;VERTICAL;1.0
TEZ:REL_TYPE;милиционер/человек;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;миндаль;FOOD;1.0
CLASS:BT/DISHES/FOOD;миндальное печенье;FOOD;1.0
CLASS:BT/DISHES/FOOD;миндальные пирожные;FOOD;1.0
CLASS:BT/DISHES/FOOD;минералка;FOOD;1.0
CLASS:BT/DISHES/FOOD;минеральная вода;FOOD;1.0
CLASS:WEATHER;минусовая температура;BAD_WEATHER;1.0
CLASS:MOVE;минута;NO;1.0
TEZ:REL_TYPE;мир/человек;PART/WHOLE;0.75
CLASS:BT/DISHES/FOOD;миска;DISHES;1.0
TEZ:REL_TYPE;миска/посуда;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;миски;DISHES;1.0
CLASS:BT/DISHES/FOOD;мисочка;DISHES;1.0
CLASS:KIN;младшая дочка;YES;1.0
CLASS:KIN;младшая дочь;YES;1.0
CLASS:KIN;младшая сестричка;YES;1.0
CLASS:KIN;младшая сестрёнка;YES;1.0
CLASS:KIN;младшие сыновья;YES;1.0
CLASS:KIN;младший братец;YES;1.0
CLASS:KIN;младший братик;YES;1.0
CLASS:KIN;младые лета;NO;0.9545
CLASS:KIN;многочисленная родня;YES;1.0
CLASS:KIN;многочисленное потомство;YES;0.9091
CLASS:KIN;могущественный покровитель;NO;1.0
TEZ:REL_TYPE;модель/профессия;VERTICAL;1.0
TEZ:REL_TYPE;мозг/наука;VERTICAL;1.0
TEZ:REL_TYPE;мозг/человек;PART/WHOLE;1.0
TEZ:REL_TYPE;мозги/человек;PART/WHOLE;1.0
CLASS:BT/DISHES/FOOD;мокко;FOOD;1.0
CLASS:MOVE;мокрая трава;NO;1.0
CLASS:WEATHER;мокрый снег;BAD_WEATHER;1.0
TEZ:REL_TYPE;молекула/человек;PART/WHOLE;1.0
CLASS:WEATHER;молнии;BAD_WEATHER;1.0
CLASS:WEATHER;молния;BAD_WEATHER;1.0
CLASS:BT/DISHES/FOOD;молоко;FOOD;1.0
TEZ:REL_TYPE;молоко/еда;VERTICAL;0.7143
TEZ:REL_TYPE;молоко/жидкость;VERTICAL;1.0
TEZ:REL_TYPE;молоко/напиток;VERTICAL;0.9333
TEZ:REL_TYPE;молоток/инструмент;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;молочник;DISHES;1.0
CLASS:KIN;молочный брат;YES;1.0
CLASS:BT/DISHES/FOOD;молочный коктейль;FOOD;1.0
CLASS:BT/DISHES/FOOD;молочный суп;FOOD;1.0
CLASS:WEATHER;молочный туман;BAD_WEATHER;0.9259
CLASS:BT/DISHES/FOOD;молочный шоколад;FOOD;1.0
CLASS:KIN;монашеский обет;NO;1.0
CLASS:BT/DISHES/FOOD;монпансье;FOOD;1.0
CLASS:BT/DISHES/FOOD;морковный сок;FOOD;1.0
TEZ:REL_TYPE;морковь/еда;VERTICAL;0.7
CLASS:BT/DISHES/FOOD;мороженое;FOOD;1.0
TEZ:REL_TYPE;мороженое/еда;VERTICAL;0.9583
CLASS:WEATHER;мороз;BAD_WEATHER;0.7037
CLASS:BT/DISHES/FOOD;морозилка;BT;1.0
CLASS:WEATHER;морозная погода;BAD_WEATHER;0.6875
CLASS:WEATHER;морозные дни;BAD_WEATHER;0.9091
CLASS:WEATHER;морозный ветер;BAD_WEATHER;1.0
CLASS:WEATHER;морозный узор;GOOD_WEATHER;1.0
CLASS:WEATHER;морозы;BAD_WEATHER;1.0
CLASS:WEATHER;морось;BAD_WEATHER;1.0
CLASS:WEATHER;моросящий дождик;BAD_WEATHER;1.0
CLASS:WEATHER;моросящий дождь;BAD_WEATHER;1.0
CLASS:BT/DISHES/FOOD;морс;FOOD;1.0
CLASS:WEATHER;морские валы;BAD_WEATHER;1.0
CLASS:BT/DISHES/FOOD;морские гребешки;FOOD;1.0
CLASS:WEATHER;морской бриз;GOOD_WEATHER;1.0
CLASS:MOVE;мотаться;YES;1.0
TEZ:REL_TYPE;мотоцикл/транспорт;VERTICAL;1.0
CLASS:WEATHER;мрак;BAD_WEATHER;0.9167
CLASS:WEATHER;мрачные тучи;BAD_WEATHER;1.0
CLASS:KIN;муж;YES;1.0
TEZ:REL_TYPE;муж/человек;VERTICAL;0.9333
CLASS:KIN;мужественная женщина;NO;1.0
CLASS:KIN;мужлан;NO;1.0
CLASS:KIN;мужчина;NO;1.0
TEZ:REL_TYPE;мужчина/человек;VERTICAL;0.963
TEZ:REL_TYPE;музей/место;VERTICAL;1.0
TEZ:REL_TYPE;музей/помещение;VERTICAL;1.0
TEZ:REL_TYPE;музыка/жанр;VERTICAL;0.9167
TEZ:REL_TYPE;музыкант/профессия;VERTICAL;0.95
CLASS:BT/DISHES/FOOD;мука;FOOD;1.0
CLASS:BT/DISHES/FOOD;мускат;FOOD;1.0
CLASS:BT/DISHES/FOOD;мусс;FOOD;1.0
CLASS:MOVE;мутить;NO;1.0
CLASS:WEATHER;мутная пелена;BAD_WEATHER;1.0
CLASS:BT/DISHES/FOOD;мутноватая жидкость;FOOD;1.0
CLASS:WEATHER;мутные потоки;BAD_WEATHER;1.0
CLASS:MOVE;мчать;YES;1.0
CLASS:MOVE;мчаться;YES;1.0
TEZ:REL_TYPE;мысли/человек;PART/WHOLE;0.8333
CLASS:BT/DISHES/FOOD;мышь;BT;1.0
CLASS:BT/DISHES/FOOD;мюсли;FOOD;1.0
CLASS:BT/DISHES/FOOD;мякиш;FOOD;1.0
CLASS:BT/DISHES/FOOD;мякоть;FOOD;1.0
CLASS:BT/DISHES/FOOD;мяско;FOOD;1.0
CLASS:BT/DISHES/FOOD;мясное блюдо;FOOD;1.0
CLASS:BT/DISHES/FOOD;мясной бульон;FOOD;1.0
CLASS:BT/DISHES/FOOD;мясной пирог;FOOD;1.0
CLASS:BT/DISHES/FOOD;мясной рулет;FOOD;1.0
CLASS:BT/DISHES/FOOD;мясной суп;FOOD;1.0
CLASS:BT/DISHES/FOOD;мясо;FOOD;1.0
TEZ:REL_TYPE;мясо/еда;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;мятные конфеты;FOOD;0.9091
CLASS:BT/DISHES/FOOD;мятные леденцы;FOOD;1.0
CLASS:BT/DISHES/FOOD;мятный леденец;FOOD;1.0
CLASS:BT/DISHES/FOOD;мятный чай;FOOD;1.0
CLASS:WEATHER;набегавшие волны;BAD_WEATHER;1.0
CLASS:WEATHER;набегающие волны;BAD_WEATHER;0.9091
CLASS:MOVE;наблюдать;NO;1.0
CLASS:WEATHER;нависшие тучи;BAD_WEATHER;1.0
CLASS:MOVE;нагибаться;YES;1.0
CLASS:MOVE;нагнать;YES;1.0
CLASS:WEATHER;нагретый воздух;GOOD_WEATHER;1.0
CLASS:WEATHER;надвигающиеся сумерки;TIME_OF_DAY;1.0
CLASS:WEATHER;надвигающийся шторм;BAD_WEATHER;1.0
CLASS:MOVE;надоедать;NO;1.0
CLASS:MOVE;надоесть;NO;1.0
TEZ:REL_TYPE;надпись/книга;PART/WHOLE;0.9091
TEZ:REL_TYPE;название/книга;PART/WHOLE;1.0
CLASS:MOVE;наклоняться;YES;1.0
CLASS:WEATHER;наледь;BAD_WEATHER;1.0
CLASS:MOVE;налетать;YES;1.0
CLASS:WEATHER;налетевший ветер;BAD_WEATHER;1.0
CLASS:WEATHER;налетевший ветерок;GOOD_WEATHER;0.9773
CLASS:WEATHER;наносы;BAD_WEATHER;1.0
CLASS:BT/DISHES/FOOD;напиток;FOOD;1.0
TEZ:REL_TYPE;напиток/бутылка;PART/WHOLE;1.0
TEZ:REL_TYPE;напиток/вино;VERTICAL;1.0
TEZ:REL_TYPE;напиток/вода;VERTICAL;0.9444
TEZ:REL_TYPE;напиток/газировка;VERTICAL;1.0
TEZ:REL_TYPE;напиток/жидкость;VERTICAL;0.9048
TEZ:REL_TYPE;напиток/какао;VERTICAL;1.0
TEZ:REL_TYPE;напиток/кисель;VERTICAL;1.0
TEZ:REL_TYPE;напиток/кока-кола;VERTICAL;1.0
TEZ:REL_TYPE;напиток/коктейль;VERTICAL;0.96
TEZ:REL_TYPE;напиток/кола;VERTICAL;1.0
TEZ:REL_TYPE;напиток/компот;VERTICAL;1.0
TEZ:REL_TYPE;напиток/коньяк;VERTICAL;1.0
TEZ:REL_TYPE;напиток/кофе;VERTICAL;1.0
TEZ:REL_TYPE;напиток/лимонад;VERTICAL;1.0
TEZ:REL_TYPE;напиток/молоко;VERTICAL;1.0
TEZ:REL_TYPE;напиток/сок;VERTICAL;0.9091
TEZ:REL_TYPE;напиток/спиртное;VERTICAL;0.9333
TEZ:REL_TYPE;напиток/чай;VERTICAL;1.0
TEZ:REL_TYPE;напиток/шампанское;VERTICAL;1.0
CLASS:MOVE;напоминать;NO;0.9375
CLASS:MOVE;напомнить;NO;1.0
CLASS:MOVE;направиться;YES;1.0
CLASS:MOVE;направление;YES;1.0
CLASS:MOVE;направляться;YES;1.0
CLASS:BT/DISHES/FOOD;нарезанная ветчина;FOOD;1.0
CLASS:BT/DISHES/FOOD;нарезанная колбаса;FOOD;1.0
CLASS:BT/DISHES/FOOD;нарезанное мясо;FOOD;1.0
CLASS:BT/DISHES/FOOD;нарезанные овощи;FOOD;1.0
CLASS:BT/DISHES/FOOD;нарезанный лимон;FOOD;1.0
TEZ:REL_TYPE;наряд/одежда;SYN;1.0
CLASS:MOVE;наскучить;NO;0.6875
CLASS:MOVE;настигать;YES;1.0
CLASS:MOVE;настичь;YES;1.0
CLASS:BT/DISHES/FOOD;настой;FOOD;1.0
CLASS:WEATHER;настоящий ливень;BAD_WEATHER;1.0
CLASS:WEATHER;настоящий ураган;BAD_WEATHER;1.0
CLASS:MOVE;наступать;YES;1.0
CLASS:WEATHER;наступающие сумерки;TIME_OF_DAY;1.0
CLASS:WEATHER;наступившие сумерки;TIME_OF_DAY;1.0
TEZ:REL_TYPE;наука/аксиома;VERTICAL;1.0
TEZ:REL_TYPE;наука/алгебра;VERTICAL;1.0
TEZ:REL_TYPE;наука/анатомия;VERTICAL;1.0
TEZ:REL_TYPE;наука/астрономия;VERTICAL;1.0
TEZ:REL_TYPE;наука/биология;VERTICAL;1.0
TEZ:REL_TYPE;наука/география;VERTICAL;1.0
TEZ:REL_TYPE;наука/геометрия;VERTICAL;1.0
TEZ:REL_TYPE;наука/диссертация;VERTICAL;1.0
TEZ:REL_TYPE;наука/жизнь;PART/WHOLE;1.0
TEZ:REL_TYPE;наука/исследование;PART/WHOLE;0.7143
TEZ:REL_TYPE;наука/космос;PART/WHOLE;1.0
TEZ:REL_TYPE;наука/математика;VERTICAL;1.0
TEZ:REL_TYPE;наука/медицина;VERTICAL;0.9167
TEZ:REL_TYPE;наука/опыт;PART/WHOLE;1.0
TEZ:REL_TYPE;наука/теорема;PART/WHOLE;0.7059
TEZ:REL_TYPE;наука/теория;PART/WHOLE;0.6875
TEZ:REL_TYPE;наука/техника;VERTICAL;1.0
TEZ:REL_TYPE;наука/учитель;VERTICAL;1.0
TEZ:REL_TYPE;наука/физика;VERTICAL;0.9286
TEZ:REL_TYPE;наука/философия;VERTICAL;1.0
TEZ:REL_TYPE;наука/химия;VERTICAL;1.0
TEZ:REL_TYPE;наука/экология;VERTICAL;1.0
TEZ:REL_TYPE;наука/экономика;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;начатая бутылка;FOOD;0.9615
CLASS:MOVE;начинать;NO;1.0
CLASS:WEATHER;небесная голубизна;GOOD_WEATHER;1.0
CLASS:WEATHER;небесная лазурь;GOOD_WEATHER;1.0
CLASS:WEATHER;небесная синева;GOOD_WEATHER;1.0
CLASS:WEATHER;небесная синь;GOOD_WEATHER;1.0
CLASS:BT/DISHES/FOOD;небольшие кусочки;FOOD;1.0
CLASS:BT/DISHES/FOOD;небольшой кусочек;FOOD;1.0
CLASS:KIN;невестка;YES;1.0
CLASS:MOVE;невидимка;NO;1.0
CLASS:KIN;невинное дитя;NO;1.0
CLASS:KIN;невинное создание;NO;1.0
CLASS:WEATHER;невыносимая духота;BAD_WEATHER;1.0
CLASS:WEATHER;невыносимый зной;BAD_WEATHER;1.0
CLASS:KIN;негодяй;NO;1.0
TEZ:REL_TYPE;негр/человек;VERTICAL;1.0
CLASS:MOVE;неделя;NO;1.0
CLASS:BT/DISHES/FOOD;недопитое вино;FOOD;1.0
CLASS:BT/DISHES/FOOD;недопитый стакан;DISHES;1.0
CLASS:BT/DISHES/FOOD;недопитый чай;FOOD;1.0
CLASS:MOVE;недоумевать;NO;1.0
CLASS:WEATHER;нежаркое солнце;GOOD_WEATHER;1.0
TEZ:REL_TYPE;нежность/чувство;VERTICAL;1.0
