term;tag;value;pstv;ngtv;neut;dunno;pstvNgtvDisagreementRatio
индивидуалистический;NEUT;0.32;0.295;0.08;0.491;0.134;0.0
индивидуальность;PSTV;0.8;0.635;0.035;0.278;0.052;0.0
индивидуальный;PSTV;0.59;0.484;0.045;0.375;0.096;0.0
индивидуум;NEUT;0.0;0.107;0.0;0.679;0.214;0.0
индиго;NEUT;0.1;0.186;0.057;0.557;0.2;0.0
индиец;NEUT;0.03;0.174;0.065;0.631;0.13;0.0
индикатор;NEUT;0.2;0.255;0.073;0.581;0.091;0.0
индикаторный;NEUT;0.0;0.048;0.048;0.666;0.238;0.0
индифферентность;NEUT;0.1;0.167;0.05;0.5;0.283;0.0
индоевропеец;NEUT;0.0;0.164;0.068;0.658;0.11;0.0
индоевропейский;NEUT;0.0;0.065;0.0;0.741;0.194;0.0
индоевропейцы;NEUT;0.0;0.033;0.067;0.767;0.133;0.0
индокитайский;NEUT;0.0;0.067;0.0;0.833;0.1;0.0
индонезийский;NEUT;0.01;0.175;0.05;0.675;0.1;0.0
индуктивность;NEUT;0.24;0.193;0.044;0.395;0.368;0.0
индус;NEUT;0.0;0.154;0.038;0.693;0.115;0.0
индусский;NEUT;-0.06;0.0;0.207;0.69;0.103;0.0
индустриализация;PSTV;0.68;0.488;0.04;0.296;0.176;0.0
индустриализироваться;PSTV;0.69;0.475;0.04;0.277;0.208;0.0
индустриальный;NEUT;0.39;0.333;0.068;0.454;0.145;0.0
индустрия;NEUT;0.2;0.262;0.029;0.602;0.107;0.0
индюк;NEUT;-0.06;0.122;0.184;0.612;0.082;0.0
индюшатина;NEUT;0.15;0.23;0.05;0.6;0.12;0.0
индюшачий;NEUT;-0.07;0.099;0.178;0.584;0.139;0.0
индюшка;NEUT;0.29;0.274;0.06;0.487;0.179;0.0
иней;NEUT;0.17;0.257;0.073;0.633;0.037;0.0
инертность;NEUT;-0.1;0.158;0.18;0.534;0.128;0.06
инертный;NEUT;0.21;0.194;0.119;0.426;0.261;0.03
инерционный;NEUT;0.0;0.056;0.074;0.796;0.074;0.0
инерция;NEUT;0.09;0.184;0.088;0.576;0.152;0.0
инет;NEUT;0.18;0.25;0.0;0.6;0.15;0.0
инженер;NEUT;0.34;0.346;0.025;0.543;0.086;0.0
инженерия;NEUT;0.37;0.357;0.063;0.517;0.063;0.0
инженерно-физический;NEUT;0.18;0.237;0.058;0.568;0.137;0.0
инженерный;NEUT;0.0;0.139;0.0;0.639;0.222;0.0
инженерский;NEUT;0.21;0.263;0.059;0.585;0.093;0.0
инжиниринг;NEUT;0.28;0.233;0.039;0.427;0.301;0.0
инжир;NEUT;0.26;0.31;0.04;0.6;0.05;0.0
инжирный;NEUT;0.08;0.158;0.079;0.496;0.267;0.0
инициал;NEUT;0.0;0.138;0.0;0.724;0.138;0.0
инициатива;PSTV;0.79;0.608;0.049;0.274;0.069;0.0
инициативность;PSTV;1.0;0.755;0.02;0.062;0.163;0.0
инициативный;PSTV;0.81;0.594;0.0;0.25;0.156;0.0
инициатор;NEUT;0.42;0.339;0.097;0.427;0.137;0.0
инициация;NEUT;0.22;0.267;0.029;0.58;0.124;0.0
инициирование;NEUT;0.24;0.21;0.105;0.428;0.257;0.0
инкассатор;NEUT;0.18;0.22;0.049;0.536;0.195;0.0
инквизитор;NGTV;-0.84;0.059;0.634;0.248;0.059;0.0
инквизиторский;NGTV;-1.0;0.081;0.595;0.135;0.189;0.0
инквизиционный;NGTV;-0.69;0.149;0.395;0.184;0.272;0.13
инквизиция;NGTV;-0.94;0.065;0.597;0.177;0.161;0.0
инкогнито;NEUT;0.0;0.069;0.034;0.69;0.207;0.0
инкрустация;NEUT;0.35;0.235;0.049;0.363;0.353;0.0
инкубатор;NEUT;0.12;0.24;0.06;0.68;0.02;0.0
инкубационный;NEUT;0.0;0.073;0.122;0.512;0.293;0.0
инкубация;NEUT;0.24;0.25;0.096;0.51;0.144;0.0
инновационность;PSTV;0.81;0.589;0.054;0.25;0.107;0.0
инновационный;PSTV;0.83;0.65;0.02;0.26;0.07;0.0
инновация;PSTV;1.0;0.745;0.0;0.127;0.128;0.0
иноверец;NEUT;-0.23;0.102;0.197;0.418;0.283;0.0
иноверцы;NEUT;-0.16;0.139;0.178;0.445;0.238;0.07
иногда;NEUT;0.0;0.179;0.026;0.718;0.077;0.0
иноземец;NEUT;0.0;0.108;0.137;0.686;0.069;0.0
иноземка;NEUT;-0.06;0.077;0.167;0.564;0.192;0.0
иноземный;NEUT;0.01;0.157;0.124;0.612;0.107;0.0
иномарка;NEUT;0.29;0.302;0.039;0.543;0.116;0.0
инопланетянин;NEUT;0.0;0.141;0.141;0.585;0.133;0.0
инопланетянка;NEUT;0.0;0.029;0.088;0.707;0.176;0.0
иноплеменник;NEUT;-0.04;0.1;0.12;0.43;0.35;0.0
иноплеменный;NEUT;0.0;0.0;0.16;0.64;0.2;0.0
инородец;NEUT;-0.3;0.075;0.254;0.447;0.224;0.0
инородность;NEUT;-0.27;0.102;0.255;0.49;0.153;0.0
инородный;NGTV;-0.37;0.113;0.303;0.443;0.141;0.0
инородцы;NEUT;-0.33;0.102;0.246;0.398;0.254;0.01
иносказание;NEUT;0.0;0.028;0.111;0.694;0.167;0.0
иносказательность;NEUT;0.0;0.139;0.089;0.554;0.218;0.0
иносказательный;NEUT;0.07;0.178;0.111;0.578;0.133;0.0
иностранец;NEUT;0.0;0.17;0.038;0.698;0.094;0.0
иностранка;NEUT;0.0;0.167;0.048;0.761;0.024;0.0
иностранный;NEUT;0.0;0.155;0.052;0.741;0.052;0.0
иностранщина;NGTV;-0.59;0.078;0.431;0.334;0.157;0.0
иноходец;NEUT;0.14;0.168;0.099;0.456;0.277;0.0
иноязычный;NEUT;0.0;0.145;0.136;0.583;0.136;0.0
инсайдер;NEUT;-0.18;0.175;0.175;0.378;0.272;0.22
инспектирование;NEUT;0.15;0.2;0.1;0.53;0.17;0.0
инспектировать;NEUT;0.34;0.276;0.041;0.439;0.244;0.0
инспектор;NEUT;0.27;0.276;0.126;0.519;0.079;0.0
инспекторский;NEUT;0.06;0.14;0.053;0.474;0.333;0.0
инспекторша;NEUT;-0.21;0.161;0.22;0.466;0.153;0.1
инспекционный;NEUT;0.01;0.149;0.119;0.583;0.149;0.0
инспекция;NEUT;-0.13;0.138;0.19;0.517;0.155;0.02
инстаграм;NEUT;0.26;0.282;0.077;0.556;0.085;0.0
инсталляция;NEUT;0.0;0.149;0.064;0.596;0.191;0.0
инстанция;NEUT;0.09;0.153;0.061;0.47;0.316;0.0
инстинкт;NEUT;0.06;0.218;0.018;0.728;0.036;0.0
инстинктивность;NEUT;0.37;0.33;0.045;0.482;0.143;0.0
инстинктивный;NEUT;0.07;0.206;0.032;0.667;0.095;0.0
институт;NEUT;0.47;0.392;0.054;0.423;0.131;0.0
институтский;NEUT;0.2;0.243;0.043;0.549;0.165;0.0
инструктаж;NEUT;0.43;0.387;0.065;0.475;0.073;0.0
инструктирование;NEUT;0.41;0.353;0.02;0.46;0.167;0.0
инструктировать;NEUT;0.35;0.337;0.04;0.514;0.109;0.0
инструктор;NEUT;0.34;0.362;0.021;0.574;0.043;0.0
инструкторский;NEUT;0.0;0.154;0.038;0.654;0.154;0.0
инструкторша;NEUT;0.24;0.25;0.106;0.509;0.135;0.0
инструкция;NEUT;0.4;0.358;0.017;0.475;0.15;0.0
инструмент;NEUT;0.3;0.323;0.031;0.567;0.079;0.0
инструментальный;NEUT;0.0;0.14;0.06;0.7;0.1;0.0
инструментарий;NEUT;0.25;0.231;0.051;0.462;0.256;0.0
инсулин;NEUT;0.15;0.225;0.088;0.589;0.098;0.0
инсульт;NGTV;-1.0;0.029;0.824;0.059;0.088;0.0
инсценировать;NGTV;-0.38;0.161;0.321;0.393;0.125;0.12
инсценировка;NEUT;-0.17;0.139;0.178;0.426;0.257;0.08
интеграл;NEUT;0.1;0.176;0.059;0.53;0.235;0.0
интеграция;NEUT;0.27;0.235;0.069;0.441;0.255;0.0
интегрирование;NEUT;0.3;0.245;0.038;0.434;0.283;0.0
интегрировать;NEUT;0.32;0.255;0.073;0.427;0.245;0.0
интеллект;PSTV;0.73;0.554;0.041;0.289;0.116;0.0
интеллектуал;PSTV;1.0;0.72;0.02;0.12;0.14;0.0
интеллектуализация;PSTV;0.67;0.56;0.009;0.348;0.083;0.0
интеллектуализм;PSTV;0.9;0.667;0.0;0.222;0.111;0.0
интеллектуалка;PSTV;0.74;0.529;0.049;0.275;0.147;0.0
интеллектуальность;PSTV;1.0;0.759;0.086;0.086;0.069;0.0
интеллектуальный;PSTV;1.0;0.804;0.0;0.137;0.059;0.0
интеллигент;PSTV;1.0;0.81;0.024;0.118;0.048;0.0
интеллигентка;PSTV;0.97;0.597;0.065;0.161;0.177;0.0
интеллигентность;PSTV;1.0;0.768;0.0;0.143;0.089;0.0
интеллигентный;PSTV;1.0;0.785;0.015;0.169;0.031;0.0
интеллигентский;PSTV;0.86;0.627;0.078;0.236;0.059;0.0
интеллигентщина;NGTV;-0.51;0.265;0.412;0.235;0.088;0.37
интеллигенция;PSTV;0.65;0.52;0.05;0.34;0.09;0.0
интенсивность;NEUT;0.39;0.348;0.063;0.473;0.116;0.0
интенсивный;NEUT;0.51;0.427;0.018;0.419;0.136;0.0
интерактивность;PSTV;0.57;0.456;0.04;0.376;0.128;0.0
интервал;NEUT;0.05;0.205;0.0;0.704;0.091;0.0
интервью;NEUT;0.02;0.167;0.056;0.629;0.148;0.0
интервьюер;NEUT;0.06;0.213;0.013;0.707;0.067;0.0
интервьюирование;NEUT;0.0;0.148;0.037;0.667;0.148;0.0
интервьюировать;NEUT;0.04;0.167;0.033;0.6;0.2;0.0
интерес;PSTV;0.62;0.519;0.07;0.372;0.039;0.0
интересность;PSTV;1.0;0.739;0.043;0.175;0.043;0.0
интересный;PSTV;1.0;0.815;0.015;0.108;0.062;0.0
интересовать;PSTV;0.66;0.554;0.046;0.354;0.046;0.0
интересоваться;PSTV;0.71;0.596;0.026;0.334;0.044;0.0
интерн;NEUT;0.37;0.333;0.025;0.484;0.158;0.0
интернат;NEUT;-0.29;0.128;0.28;0.507;0.085;0.0
интернатура;NEUT;0.09;0.162;0.044;0.5;0.294;0.0
интернационал;NEUT;0.36;0.274;0.075;0.406;0.245;0.0
интернационализм;NEUT;0.47;0.333;0.085;0.36;0.222;0.0
интернационалистский;NEUT;0.33;0.27;0.05;0.44;0.24;0.0
интернациональный;NEUT;0.09;0.209;0.07;0.651;0.07;0.0
интернет;NEUT;0.41;0.372;0.07;0.48;0.078;0.0
интернет-зависимость;NGTV;-1.0;0.096;0.692;0.116;0.096;0.0
интернет-кафе;NEUT;0.48;0.422;0.028;0.449;0.101;0.0
интернет-компания;NEUT;0.21;0.271;0.019;0.607;0.103;0.0
интернет-магазин;NEUT;0.25;0.297;0.036;0.595;0.072;0.0
интернет-провайдер;NEUT;0.26;0.255;0.045;0.5;0.2;0.0
интернет-сайт;NEUT;0.22;0.269;0.063;0.587;0.081;0.0
интерпретатор;NEUT;0.06;0.167;0.056;0.555;0.222;0.0
интерпретация;NEUT;0.1;0.192;0.038;0.578;0.192;0.0
интерпретирование;NEUT;0.08;0.152;0.061;0.484;0.303;0.0
интерпретировать;NEUT;0.07;0.178;0.067;0.577;0.178;0.0
интерфейс;NEUT;0.0;0.115;0.038;0.847;0.0;0.0
интерьер;NEUT;0.0;0.16;0.04;0.66;0.14;0.0
интимничать;NEUT;0.46;0.347;0.149;0.326;0.178;0.12
интимность;NEUT;0.21;0.224;0.034;0.501;0.241;0.0
интоксикация;NGTV;-1.0;0.038;0.654;0.116;0.192;0.0
интонационный;NEUT;0.0;0.172;0.034;0.725;0.069;0.0
интонация;NEUT;0.09;0.214;0.029;0.657;0.1;0.0
интрига;NEUT;-0.3;0.234;0.278;0.387;0.101;0.29
интриган;NGTV;-0.65;0.135;0.432;0.253;0.18;0.06
интриганка;NGTV;-0.8;0.122;0.532;0.231;0.115;0.0
интриганский;NGTV;-1.0;0.071;0.5;0.108;0.321;0.0
интриганство;NGTV;-0.92;0.038;0.615;0.193;0.154;0.0
интриговать;NEUT;0.35;0.307;0.202;0.386;0.105;0.21
интригующе;PSTV;0.8;0.628;0.047;0.278;0.047;0.0
интрижка;NGTV;-0.61;0.186;0.432;0.238;0.144;0.17
интроверт;NEUT;0.12;0.198;0.119;0.564;0.119;0.0
интуитивный;PSTV;0.55;0.415;0.1;0.362;0.123;0.0
интуиция;PSTV;0.67;0.549;0.042;0.339;0.07;0.0
инфа;NEUT;0.27;0.274;0.071;0.522;0.133;0.0
инфантилизм;NGTV;-1.0;0.0;0.704;0.148;0.148;0.0
инфантильность;NGTV;-0.7;0.091;0.464;0.263;0.182;0.0
инфантильный;NGTV;-0.85;0.055;0.564;0.217;0.164;0.0
инфаркт;NGTV;-1.0;0.017;0.864;0.119;0.0;0.0
инфарктный;NGTV;-0.92;0.057;0.629;0.2;0.114;0.0
инфекционный;NGTV;-1.0;0.078;0.745;0.118;0.059;0.0
инфекция;NGTV;-1.0;0.092;0.723;0.093;0.092;0.0
инфинитив;NEUT;0.0;0.13;0.065;0.522;0.283;0.0
инфинитивный;NEUT;0.0;0.14;0.053;0.561;0.246;0.0
инфицирование;NGTV;-0.8;0.137;0.508;0.21;0.145;0.02
инфицировать;NGTV;-0.74;0.108;0.461;0.235;0.196;0.0
инфляция;NGTV;-0.94;0.06;0.482;0.145;0.313;0.0
информативность;NEUT;0.52;0.396;0.05;0.376;0.178;0.0
информативный;PSTV;0.67;0.531;0.061;0.326;0.082;0.0
информатизация;NEUT;0.54;0.417;0.058;0.37;0.155;0.0
информатор;NEUT;0.12;0.208;0.094;0.585;0.113;0.0
информационный;NEUT;0.51;0.454;0.034;0.445;0.067;0.0
информация;NEUT;0.42;0.397;0.026;0.499;0.078;0.0
информашка;NEUT;0.29;0.208;0.129;0.346;0.317;0.11
информбюро;NEUT;0.1;0.23;0.0;0.688;0.082;0.0
информирование;PSTV;0.56;0.458;0.056;0.383;0.103;0.0
информированность;PSTV;0.81;0.636;0.023;0.273;0.068;0.0
информировать;NEUT;0.44;0.402;0.033;0.475;0.09;0.0
инфракрасный;NEUT;0.0;0.099;0.089;0.673;0.139;0.0
инфраструктура;NEUT;0.26;0.265;0.009;0.522;0.204;0.0
инфузория;NEUT;0.0;0.03;0.0;0.909;0.061;0.0
инцидент;NGTV;-0.72;0.06;0.5;0.27;0.17;0.0
инъекционный;NEUT;0.26;0.23;0.1;0.45;0.22;0.0
инъекция;NEUT;0.22;0.218;0.099;0.475;0.208;0.0
инь;NEUT;0.44;0.308;0.096;0.365;0.231;0.01
иод;NEUT;0.2;0.228;0.079;0.518;0.175;0.0
ионный;NEUT;0.17;0.186;0.088;0.461;0.265;0.0
ионообменный;NEUT;0.0;0.148;0.037;0.593;0.222;0.0
иорданский;NEUT;0.17;0.168;0.069;0.416;0.347;0.0
ипотека;NGTV;-0.45;0.116;0.364;0.411;0.109;0.02
ипотечный;NEUT;0.0;0.109;0.119;0.584;0.188;0.0
ипподром;NEUT;0.09;0.167;0.056;0.513;0.264;0.0
ирбис;NEUT;0.21;0.194;0.019;0.437;0.35;0.0
ирис;NEUT;0.51;0.435;0.035;0.417;0.113;0.0
ириска;PSTV;0.57;0.477;0.046;0.385;0.092;0.0
ирландец;NEUT;0.15;0.231;0.025;0.604;0.14;0.0
ирландка;NEUT;0.1;0.178;0.056;0.533;0.233;0.0
ирод;NGTV;-0.92;0.08;0.64;0.2;0.08;0.0
ирокез;NEUT;0.12;0.163;0.047;0.464;0.326;0.0
ирокезский;NEUT;-0.09;0.085;0.123;0.377;0.415;0.0
иронизировать;NEUT;-0.26;0.207;0.233;0.37;0.19;0.27
иронически;NEUT;-0.32;0.243;0.28;0.346;0.131;0.35
иронический;NEUT;0.26;0.244;0.154;0.448;0.154;0.09
ироничность;NEUT;-0.34;0.24;0.317;0.385;0.058;0.28
ироничный;NEUT;0.46;0.35;0.16;0.33;0.16;0.14
ирония;NEUT;-0.22;0.22;0.22;0.41;0.15;0.28
иррациональность;NGTV;-0.38;0.115;0.288;0.395;0.202;0.03
иррациональный;NGTV;-0.36;0.091;0.273;0.409;0.227;0.0
иск;NGTV;-0.56;0.07;0.391;0.33;0.209;0.0
искажать;NGTV;-0.9;0.077;0.626;0.209;0.088;0.0
искажаться;NGTV;-0.48;0.098;0.384;0.411;0.107;0.0
искажение;NGTV;-0.68;0.09;0.505;0.306;0.099;0.0
исказить;NGTV;-0.77;0.152;0.514;0.22;0.114;0.05
исказиться;NGTV;-0.62;0.099;0.432;0.307;0.162;0.0
искалечить;NGTV;-1.0;0.095;0.786;0.071;0.048;0.0
искание;NEUT;0.24;0.26;0.05;0.54;0.15;0.0
искатель;NEUT;0.44;0.379;0.049;0.455;0.117;0.0
искательница;NEUT;0.51;0.434;0.052;0.427;0.087;0.0
искательный;NEUT;0.38;0.275;0.078;0.392;0.255;0.0
искательство;NEUT;0.1;0.179;0.071;0.536;0.214;0.0
искать;NEUT;0.31;0.315;0.062;0.538;0.085;0.0
исключать;NEUT;-0.34;0.059;0.314;0.5;0.127;0.0
исключение;NEUT;-0.18;0.148;0.219;0.524;0.109;0.04
исключительность;PSTV;0.57;0.425;0.11;0.339;0.126;0.01
исключительный;NEUT;0.52;0.402;0.15;0.33;0.118;0.09
исключить;NGTV;-0.38;0.071;0.349;0.493;0.087;0.0
исковеркать;NGTV;-1.0;0.12;0.684;0.111;0.085;0.0
исковеркаться;NGTV;-0.95;0.065;0.548;0.161;0.226;0.0
исковырять;NGTV;-0.74;0.047;0.528;0.274;0.151;0.0
исколесить;NEUT;0.0;0.1;0.075;0.675;0.15;0.0
исколотить;NGTV;-1.0;0.065;0.613;0.128;0.194;0.0
исколоть;NGTV;-0.69;0.054;0.5;0.294;0.152;0.0
исколоться;NGTV;-0.9;0.033;0.6;0.2;0.167;0.0
искомый;NEUT;0.08;0.205;0.023;0.658;0.114;0.0
исконный;NEUT;0.41;0.35;0.05;0.45;0.15;0.0
ископаемое;NEUT;0.27;0.296;0.037;0.565;0.102;0.0
ископаемые;NEUT;0.44;0.395;0.044;0.473;0.088;0.0
ископаемый;NEUT;0.0;0.169;0.07;0.676;0.085;0.0
искоренение;NGTV;-0.57;0.119;0.416;0.326;0.139;0.03
искоренить;NGTV;-0.35;0.198;0.277;0.337;0.188;0.26
искоренять;NGTV;-0.44;0.248;0.337;0.237;0.178;0.4
искореняться;NEUT;-0.33;0.179;0.256;0.343;0.222;0.22
искорка;PSTV;0.67;0.496;0.044;0.31;0.15;0.0
искорёжить;NGTV;-1.0;0.077;0.692;0.077;0.154;0.0
искоса;NGTV;-0.6;0.069;0.446;0.336;0.149;0.0
искра;NEUT;0.38;0.319;0.088;0.451;0.142;0.0
искрение;PSTV;0.91;0.62;0.06;0.2;0.12;0.0
искренний;PSTV;0.99;0.722;0.037;0.185;0.056;0.0
искренность;PSTV;1.0;0.872;0.0;0.043;0.085;0.0
искривить;NGTV;-0.64;0.067;0.487;0.328;0.118;0.0
искривиться;NGTV;-0.85;0.026;0.538;0.205;0.231;0.0
искривление;NGTV;-0.77;0.127;0.542;0.255;0.076;0.0
искривлять;NGTV;-0.51;0.029;0.427;0.418;0.126;0.0
искривляться;NGTV;-0.56;0.035;0.482;0.404;0.079;0.0
искривлённость;NGTV;-0.53;0.083;0.417;0.38;0.12;0.0
искринка;PSTV;0.64;0.5;0.051;0.339;0.11;0.0
искристый;PSTV;0.55;0.45;0.05;0.39;0.11;0.0
искрить;NEUT;0.36;0.301;0.168;0.389;0.142;0.14
искриться;PSTV;0.55;0.44;0.112;0.379;0.069;0.0
искровавить;NGTV;-1.0;0.036;0.607;0.143;0.214;0.0
искромсать;NGTV;-1.0;0.023;0.705;0.158;0.114;0.0
искромётный;PSTV;1.0;0.645;0.032;0.129;0.194;0.0
искрошить;NGTV;-0.55;0.074;0.426;0.369;0.131;0.0
искупать;NEUT;0.37;0.317;0.073;0.464;0.146;0.0
искупаться;NEUT;0.5;0.429;0.05;0.429;0.092;0.0
искупитель;PSTV;0.78;0.486;0.065;0.225;0.224;0.0
искупительный;PSTV;0.76;0.485;0.091;0.235;0.189;0.0
искупить;PSTV;1.0;0.75;0.068;0.182;0.0;0.0
искупление;PSTV;0.92;0.641;0.047;0.203;0.109;0.0
искусать;NGTV;-0.86;0.023;0.628;0.233;0.116;0.0
искуситель;NGTV;-0.82;0.089;0.545;0.227;0.139;0.0
искусительница;NGTV;-0.6;0.2;0.44;0.24;0.12;0.2
искусить;NGTV;-1.0;0.087;0.641;0.152;0.12;0.0
искусник;PSTV;0.66;0.457;0.086;0.295;0.162;0.0
искусница;PSTV;0.91;0.576;0.034;0.187;0.203;0.0
искусность;PSTV;1.0;0.692;0.038;0.116;0.154;0.0
искусный;PSTV;1.0;0.766;0.0;0.106;0.128;0.0
искусственность;NEUT;-0.2;0.135;0.233;0.534;0.098;0.0
искусственный;NEUT;0.09;0.195;0.117;0.602;0.086;0.0
искусство;PSTV;0.69;0.6;0.022;0.348;0.03;0.0
искусствовед;PSTV;0.64;0.504;0.044;0.337;0.115;0.0
искусствоведение;NEUT;0.48;0.424;0.059;0.449;0.068;0.0
искусствоведческий;NEUT;0.36;0.36;0.02;0.54;0.08;0.0
искусствознание;NEUT;0.48;0.427;0.01;0.456;0.107;0.0
искуство;PSTV;0.81;0.608;0.031;0.261;0.1;0.0
искушать;NGTV;-0.69;0.103;0.484;0.286;0.127;0.0
искушаться;NGTV;-0.82;0.068;0.581;0.24;0.111;0.0
искушение;NGTV;-0.81;0.158;0.574;0.228;0.04;0.03
исламизм;NEUT;0.23;0.204;0.19;0.372;0.234;0.25
исламистка;NGTV;-0.35;0.12;0.271;0.398;0.211;0.04
исламофобия;NGTV;-0.83;0.089;0.465;0.189;0.257;0.0
исландец;NEUT;0.0;0.115;0.038;0.809;0.038;0.0
исландский;NEUT;0.16;0.226;0.065;0.58;0.129;0.0
испакостить;NGTV;-1.0;0.077;0.59;0.025;0.308;0.0
испанец;NEUT;0.14;0.235;0.017;0.635;0.113;0.0
испанка;NEUT;0.18;0.19;0.182;0.421;0.207;0.19
испанский;NEUT;0.0;0.057;0.019;0.773;0.151;0.0
испарение;NEUT;0.0;0.14;0.023;0.814;0.023;0.0
испарина;NEUT;-0.17;0.17;0.196;0.455;0.179;0.13
испаритель;NEUT;0.0;0.086;0.057;0.628;0.229;0.0
испарительный;NEUT;0.0;0.083;0.116;0.545;0.256;0.0
испарить;NEUT;0.0;0.132;0.026;0.737;0.105;0.0
испариться;NEUT;0.0;0.129;0.137;0.619;0.115;0.0
испарять;NEUT;0.0;0.14;0.07;0.72;0.07;0.0
испаряться;NEUT;0.0;0.11;0.153;0.627;0.11;0.0
испаскудить;NGTV;-1.0;0.081;0.733;0.035;0.151;0.0
испачкать;NGTV;-1.0;0.137;0.632;0.154;0.077;0.0
испачкаться;NGTV;-0.89;0.075;0.66;0.227;0.038;0.0
испепеление;NGTV;-0.75;0.079;0.524;0.262;0.135;0.0
испепелить;NGTV;-1.0;0.123;0.632;0.14;0.105;0.0
испепелиться;NGTV;-0.7;0.074;0.533;0.303;0.09;0.0
испепелять;NGTV;-0.83;0.162;0.541;0.189;0.108;0.06
испечь;NEUT;0.44;0.412;0.059;0.487;0.042;0.0
испечься;NEUT;0.34;0.293;0.147;0.431;0.129;0.08
испивать;NEUT;0.06;0.179;0.071;0.607;0.143;0.0
исписать;NEUT;-0.12;0.143;0.188;0.526;0.143;0.03
исписаться;NGTV;-0.54;0.099;0.396;0.356;0.149;0.0
исписывать;NEUT;0.0;0.146;0.073;0.61;0.171;0.0
испить;NEUT;0.09;0.173;0.135;0.529;0.163;0.01
исповедальность;NEUT;0.51;0.36;0.061;0.351;0.228;0.0
исповедальня;NEUT;0.49;0.4;0.04;0.41;0.15;0.0
исповедание;PSTV;0.58;0.453;0.047;0.358;0.142;0.0
исповедать;PSTV;0.6;0.465;0.059;0.347;0.129;0.0
исповедаться;NEUT;0.47;0.406;0.04;0.445;0.109;0.0
исповедник;NEUT;0.49;0.39;0.06;0.4;0.15;0.0
исповедование;PSTV;0.57;0.458;0.047;0.374;0.121;0.0
исповедовать;NEUT;0.48;0.39;0.05;0.41;0.15;0.0
исповедоваться;PSTV;0.57;0.441;0.072;0.361;0.126;0.0
исповедь;PSTV;0.88;0.642;0.038;0.226;0.094;0.0
испоганить;NGTV;-1.0;0.02;0.878;0.061;0.041;0.0
исподлобья;NGTV;-0.68;0.09;0.51;0.31;0.09;0.0
исподнизу;NEUT;0.0;0.121;0.061;0.666;0.152;0.0
исподний;NEUT;-0.21;0.084;0.16;0.353;0.403;0.0
исподтишка;NGTV;-1.0;0.022;0.733;0.045;0.2;0.0
исполин;NEUT;0.32;0.234;0.084;0.392;0.29;0.0
исполинский;NEUT;0.19;0.174;0.107;0.405;0.314;0.02
исполнение;NEUT;0.38;0.341;0.039;0.48;0.14;0.0
исполнимость;PSTV;0.58;0.441;0.0;0.353;0.206;0.0
