CORRECT;MISTAKE;WEIGHT
чек;чеч;0.5
чек;шрек;0.5
чек;чеовек;0.5
чек;челвек;0.5
чек;еек;0.5
чек;кнек;0.5
чек;куек;0.5
чек;жек;0.5
чек;шиг;0.5
чек;нек;0.375
чек;челоек;0.359
чек;щик;0.25
чек;жэк;0.1705
чек;чеек;0.0769
чем;чеч;0.5
чем;чрм;0.5
чем;чсм;0.5
чем;чеа;0.5
чем;см;0.4167
чем;челк;0.3333
чем;челд;0.3333
чем;челъ;0.3333
чем;чед;0.0909
чет;чеч;0.5
чет;жыть;0.5
чет;шид;0.5
чех;чеч;0.5
чех;хех;0.5
век;шрек;0.5
век;веть;0.5
век;кнек;0.5
век;куек;0.5
век;лк;0.5
век;вего;0.5
век;вег;0.375
век;вешь;0.375
век;венг;0.3333
век;вък;0.3333
век;ск;0.3333
век;вета;0.3333
век;пк;0.2661
век;еек;0.2661
век;оек;0.25
век;веь;0.25
век;вток;0.25
век;веа;0.25
век;ннек;0.25
век;тоек;0.25
век;вкк;0.25
век;веп;0.25
век;рк;0.2
век;весн;0.1667
век;вемя;0.1549
век;нек;0.1411
век;вечр;0.0995
век;вук;0.0614
век;водк;0.0323
век;виск;0.0323
век;вп;0.0323
век;вепм;0.0323
век;вквк;0.0323
век;венф;0.0323
век;вечн;0.0217
век;вет;0.0149
пек;шрек;0.5
пек;печ;0.5
пек;пайек;0.5
пек;перлк;0.5
пек;еек;0.5
пек;кнек;0.5
пек;куек;0.5
пек;пд;0.5
пек;прик;0.5
пек;пеф;0.5
пек;пфук;0.5
пек;бик;0.5
пек;перк;0.5
хек;шрек;0.5
хек;хех;0.5
хек;еек;0.5
хек;кнек;0.5
хек;куек;0.5
чин;ннин;0.5
чин;чип;0.5
чин;чимс;0.5
чин;фин;0.5
чин;сн;0.5
чин;ввин;0.5
чин;шен;0.375
чин;чен;0.3333
чин;мн;0.3214
чин;чика;0.25
чин;ен;0.25
чин;птин;0.25
чин;циян;0.25
чин;рин;0.1429
супер;цупер;0.5
супер;сепер;0.2885
супер;суппер;0.2083
супер;пупер;0.2027
супер;окупер;0.1667
супер;свер;0.1111
супер;супир;0.0909
супер;суер;0.0833
супер;супр;0.0833
супер;скпер;0.0323
супер;супкр;0.008264462809917356
супер;сурпер;0.008264462809917356
супер;супур;0.008264462809917356
бац;брец;0.5
бац;грац;0.5
бац;пач;0.5
борец;баец;0.3333
борец;брец;0.0588
борец;порец;0.0588
борец;блец;0.02
борец;бец;0.02
единоборство;единобоство;0.2857
китай;китац;0.3333
китай;киттай;0.127
китай;китает;0.0909
китай;кмтай;0.0909
китай;кикай;0.0833
китай;китй;0.0714
китай;кинтай;0.0588
китай;ктай;0.0526
китай;китаей;0.0175
китай;китана;0.00641025641025641
воин;бин;0.75
воин;вос;0.5
воин;воэн;0.5
воин;вн;0.4167
воин;воир;0.3333
воин;вов;0.2648
воин;вож;0.25
воин;вог;0.25
воин;рин;0.25
воин;воиры;0.2
воин;пин;0.1964
воин;воен;0.1766
воин;аоин;0.1667
воин;воиг;0.1667
воин;ваен;0.1429
воин;вун;0.1429
воин;син;0.1111
воин;цин;0.1111
воин;щин;0.1
воин;воун;0.0625
воин;ваоин;0.0476
тренировка;тренирока;0.3333
тренировка;тренировна;0.3333
тренировка;тренеровка;0.2962
тренировка;трениковка;0.25
тренировка;тренироваца;0.25
тренировка;тренировкеа;0.25
тренировка;треникровка;0.2
тренировка;тринировка;0.1667
тренировка;треннировка;0.1287
тренировка;ьренировка;0.1
тренировка;третировка;0.0526
ген;геро;0.5
ген;гв;0.5
ген;глн;0.5
ген;гз;0.5
ген;кен;0.5
ген;рен;0.5
ген;гейб;0.1667
ген;гет;0.125
разведчик;разведсик;0.5
разведчик;разбедчик;0.2
разведчик;разведччик;0.2
разведчик;раведчик;0.1667
разведчик;разведк;0.1429
разведчик;разветчик;0.1061
разведчик;развечик;0.0182
разведчик;резведчик;0.006060606060606061
разведчик;розведчик;0.006060606060606061
разведчик;разведчык;0.006060606060606061
дно;дюдо;0.5
дно;кено;0.5
дно;нно;0.5
дно;мено;0.5
дно;игно;0.5
дно;дмо;0.5
дно;арно;0.5
дно;ддло;0.3333
дно;акно;0.3333
дно;днаш;0.3333
дно;днш;0.3333
дно;кно;0.3333
дно;ено;0.2986
дно;луно;0.25
дно;днк;0.25
дно;дрло;0.25
дно;пно;0.25
дно;еуно;0.25
дно;уено;0.25
дно;лено;0.25
дно;уно;0.2
дно;днго;0.1667
дно;дро;0.0909
дно;урно;0.0909
дно;шо;0.0769
дно;гно;0.0625
дно;днно;0.0625
дно;лно;0.0455
дно;днд;0.0286
дно;доно;0.0154
чаки;нки;0.2857
чаки;чап;0.1429
чан;чари;0.5
чан;чавун;0.5
чан;чапу;0.5
чан;чапт;0.3333
чан;сн;0.3333
чан;нан;0.0952
чан;чап;0.0476
чад;чап;0.5
чад;чайлд;0.1
час;чап;0.5
час;чос;0.5
час;чимс;0.5
час;пвас;0.3333
час;клас;0.2673
час;ччс;0.25
час;лс;0.25
час;апас;0.25
час;чяс;0.1963
час;шас;0.1667
час;чс;0.0488
час;чпс;0.0417
час;чаас;0.0222
час;чазы;0.0143
час;чыас;0.0143
мот;мощ;0.5
мот;эот;0.5
мот;агот;0.5
мот;мопет;0.5
мот;мчт;0.5
мот;кт;0.3333
мох;мощ;0.5
мох;аох;0.5
мох;млох;0.5
мох;хох;0.5
мох;мосл;0.5
мох;моть;0.25
мох;вох;0.125
повязка;повязкв;0.3333
повязка;провязка;0.1
повязка;повызка;0.0625
повязка;позязка;0.0233
азия;ащзия;0.5
азия;хия;0.3333
азия;ация;0.3333
азия;абя;0.3333
азия;дия;0.3103
азия;азя;0.2
азия;аия;0.037
джеки;джи;0.1176
джеки;дженики;0.0588
скрытность;скрытость;0.3392
скрытность;срытность;0.0909
скрытность;скритность;0.0625
наёмник;немник;0.0833
спортсмен;споттсмен;0.25
спортсмен;спортмен;0.2121
спортсмен;спорцмен;0.2109
спортсмен;спрортсмен;0.2
спортсмен;спорсмен;0.1849
спортсмен;спртсмен;0.1548
спортсмен;спортцмен;0.1509
спортсмен;спортцен;0.1429
спортсмен;спарцмен;0.1111
спортсмен;спортстен;0.1111
спортсмен;спотсмен;0.0915
спортсмен;спортстмен;0.0909
спортсмен;сортсмен;0.0871
спортсмен;спорртсмен;0.0833
спортсмен;спортсиен;0.0833
спортсмен;спортсмет;0.0774
спортсмен;спортсен;0.0764
спортсмен;спартсмен;0.0651
спортсмен;спортсмер;0.04
спортсмен;споитсмен;0.0217
спортсмен;спотртсмен;0.0147
спортсмен;спорьсмен;0.0147
чёрная;чёрне;0.5
чёрная;чёрно;0.2169
чёрная;ерная;0.2136
чёрная;чорное;0.211
чёрная;чёрноя;0.2034
чёрная;чная;0.2
чёрная;чорная;0.1523
чёрная;чёрны;0.15
чёрная;чёпная;0.1429
чёрная;чёрня;0.125
чёрная;рёрная;0.0769
чёрная;чёоная;0.04
чёрная;чщрная;0.0385
чёрная;чрная;0.029
чёрная;чёная;0.0192
чёрная;ченая;0.0186
чёрная;чьорная;0.0164
чёрное;чёрня;0.5
чёрное;чорная;0.3313
чёрное;чорное;0.2082
чёрное;чное;0.1429
чёрное;ерное;0.125
чёрное;жёрное;0.1111
чёрное;чёрнае;0.1111
чёрное;чрное;0.0833
чёрное;чорнае;0.0426
чёрное;чёрны;0.0213
чёрное;чёрноый;0.007407407407407408
китайцы;китайс;0.1667
китайцы;китайци;0.116
форма;форула;0.5
форма;форба;0.5
форма;фотрма;0.5
форма;форизма;0.3333
форма;борма;0.2
форма;форрма;0.1667
форма;формыла;0.1667
форма;форми;0.1667
форма;фрма;0.1219
форма;шорма;0.1111
форма;фарма;0.1111
форма;фолма;0.0909
форма;форота;0.0667
форма;флрма;0.0628
форма;дорма;0.0588
форма;формв;0.0496
форма;фотма;0.0477
форма;формка;0.0476
форма;формп;0.04
форма;ыорма;0.025
форма;ворма;0.02
форма;формока;0.0161
персонаж;персоанаж;0.5
персонаж;персоаж;0.5
персонаж;пкрсонаж;0.25
персонаж;персонаш;0.2
персонаж;персанаж;0.1893
персонаж;персоонаж;0.1349
персонаж;песонаж;0.125
персонаж;пирсонаж;0.0143
персонаж;персооаж;0.0143
персонаж;персогнаж;0.0119
персонаж;персонад;0.0119
персонаж;персоназ;0.0119
персонаж;персонж;0.0119
персонаж;персонеж;0.0119
панцирь;панццирь;0.25
панцирь;панцерь;0.1966
панцирь;панцыр;0.1
панцирь;пансирь;0.1
панцирь;панцер;0.0773
панцирь;панцрь;0.05
панцирь;панцарь;0.0256
панцирь;парцирь;0.0256
бойцы;боицы;0.3333
бойцы;бойны;0.3333
боль;бэль;0.6667
боль;болшт;0.5
боль;ьль;0.5
боль;быь;0.5
боль;уколь;0.5
боль;болер;0.3333
боль;мль;0.3333
боль;боянь;0.3333
боль;уаоль;0.25
боль;троль;0.2361
боль;борщь;0.2129
боль;боязь;0.2
боль;боть;0.2
боль;жль;0.1667
боль;болин;0.1667
боль;болзнь;0.1459
боль;болать;0.1429
боль;бость;0.1429
боль;болез;0.1429
боль;доль;0.1348
боль;болить;0.1291
боль;боець;0.125
боль;боеть;0.125
боль;болно;0.1118
боль;бдь;0.1111
боль;бгль;0.1111
боль;бголь;0.1111
боль;юоль;0.1015
боль;бтль;0.1
боль;бодь;0.1
боль;рль;0.0917
боль;боь;0.0851
боль;болень;0.0786
боль;сль;0.0769
боль;болезь;0.0746
боль;бль;0.0708
боль;болшь;0.0526
боль;боень;0.0526
боль;болнть;0.0526
боль;полл;0.0526
боль;боань;0.0526
боль;озоль;0.0488
боль;болъ;0.0435
боль;броль;0.0406
боль;блоль;0.04
боль;болдь;0.04
боль;болть;0.0356
боль;болль;0.0346
боль;бооооооль;0.0294
боль;бох;0.0278
боль;болб;0.0263
боль;бтоль;0.0256
боль;болять;0.0192
боль;болда;0.0172
боль;бовь;0.0142
боль;бов;0.0070921985815602835
боль;ьоль;0.005813953488372093
обезьяна;обезьяник;0.5
обезьяна;объезьяна;0.3333
обезьяна;оьезьяна;0.2222
обезьяна;обязьяна;0.1335
обезьяна;абезьяна;0.1322
обезьяна;обезъяна;0.1202
обезьяна;обеьяна;0.0909
обезьяна;обезяна;0.0791
обезьяна;обзьяна;0.0593
обезьяна;обезьна;0.0331
обезьяна;обезбяна;0.0256
обезьяна;обезьянва;0.0244
обезьяна;абезяна;0.0222
обезьяна;лбезьяна;0.0145
обезьяна;обезьянв;0.007462686567164179
обезьяна;обезьяа;0.007462686567164179
мастерство;мастерстсво;0.5
мастерство;мастерсво;0.3333
мастерство;мартерство;0.2
мастерство;масерство;0.2
мастерство;масстерство;0.0769
мастерство;мастерствл;0.0588
якудза;якудзе;0.0833
якудза;якудзы;0.0833
узкоглазый;ускоглазый;0.3352
узкоглазый;узколазый;0.1111
узкоглазый;узкогазый;0.1111
узкоглазый;ускоглазий;0.1
оружия;оружее;0.5
оружия;лружия;0.5
оружия;ооружие;0.5
оружие;орружие;0.5
оружие;орузие;0.3333
оружие;оружичя;0.3333
оружие;лружие;0.2692
оружие;оружние;0.2
оружие;орежие;0.1964
оружие;оружене;0.1667
оружие;орижие;0.1667
оружие;орожие;0.11
оружие;оружее;0.1054
оружие;оружья;0.1037
оружие;оржие;0.1005
оружие;орушие;0.0909
оружие;щружие;0.0909
оружие;оружь;0.0909
оружие;оружые;0.0906
оружие;оружье;0.0899
оружие;оруие;0.0778
оружие;оружение;0.0739
оружие;обужие;0.0714
оружие;аружее;0.0683
оружие;оружиме;0.0667
оружие;оружипе;0.0625
оружие;орухие;0.0556
оружие;оружея;0.0556
оружие;оружин;0.0546
оружие;оужие;0.0524
оружие;аружие;0.0479
оружие;оружиие;0.0476
оружие;оружме;0.0455
оружие;оружик;0.0425
оружие;аружые;0.0413
оружие;оружеи;0.04
оружие;оруже;0.0384
оружие;ороужие;0.0363
оружие;оружите;0.0333
оружие;оружё;0.027
оружие;тружие;0.0263
оружие;орпужие;0.0256
оружие;орумжие;0.0238
оружие;аружия;0.0217
оружие;оруужие;0.0213
оружие;оружио;0.0196
оружие;оружиу;0.0195
оружие;оружъе;0.0135
оружие;оруддие;0.0111
оружие;оруждие;0.0111
оружие;отужие;0.0111
драка;драмма;0.6
драка;лирака;0.5
драка;ссрака;0.5
драка;марака;0.5
драка;дка;0.5
драка;двка;0.3431
драка;двака;0.3333
драка;вака;0.3333
драка;дракка;0.2667
драка;дракеа;0.0909
драка;дравка;0.0625
драка;дрфа;0.0476
драка;дрка;0.04
драка;драи;0.0196
драка;драа;0.0196
драка;джка;0.0196
драка;друка;0.0129
драка;доака;0.008928571428571428
драка;драца;0.005319148936170213
драка;драуа;0.002288329519450801
сабля;самля;0.1429
сабля;шабля;0.1125
сабля;счабля;0.05
сабля;щабля;0.05
